job_id,nodes,tasks-per-node,cpu-per-task,total_computation,priority,injection_time,dependency
0,5,7,3,2293560e9,1,0,()
1,4,17,1,1437024e9,1,0,(0)
2,10,14,1,4393440e9,1,0,(0)
3,3,2,2,220560e9,1,0,()
4,2,4,1,203776e9,1,0,(0,1)
5,6,5,2,358920e9,1,0,(4)
6,9,18,4,1512000e9,1,0,(3)
7,7,11,2,1085616e9,1,0,()
8,7,8,2,741048e9,1,0,()
9,10,15,2,1382880e9,1,0,()
10,8,15,2,2472960e9,1,3600,()
11,11,10,3,6715896e9,1,3600,(0)
12,12,16,1,4830624e9,1,3600,()
13,14,1,4,2551024e9,1,3600,(8)
14,12,9,4,2381760e9,1,3600,(5)
15,1,4,3,576552e9,1,3600,()
16,12,10,1,4805760e9,1,3600,(6)
17,4,17,2,988320e9,1,3600,()
18,15,13,1,3391920e9,1,3600,(1)
19,13,2,3,886080e9,1,3600,(11)
20,9,3,3,1867374e9,1,7200,()
21,19,18,1,4177416e9,1,7200,(11)
22,19,15,3,2949864e9,1,7200,()
23,1,10,1,113400e9,1,7200,()
24,12,7,1,507528e9,1,7200,()
25,17,18,2,2079168e9,1,7200,()
26,15,10,1,820500e9,1,7200,()
27,8,11,3,1850496e9,1,7200,()
28,30,1,4,1313040e9,1,7200,()
29,22,18,3,11131824e9,1,7200,()
30,6,15,2,981216e9,1,10800,(3)
31,5,3,3,615870e9,1,10800,(10,4)
32,6,17,1,1446480e9,1,10800,()
33,11,10,1,1255540e9,1,10800,()
34,23,7,3,15570816e9,1,10800,(24,6)
35,7,17,1,425208e9,1,10800,()
36,11,6,2,1177440e9,1,10800,(28)
37,4,3,4,605280e9,1,10800,(0,11)
38,8,4,1,223488e9,1,10800,()
39,7,6,2,1784832e9,1,10800,(2,29)
40,4,14,2,794304e9,1,14400,()
41,9,7,4,5151384e9,1,14400,(21)
42,12,18,4,6183360e9,1,14400,(26,36)
43,6,14,1,2369808e9,1,14400,()
44,12,16,4,3153312e9,1,14400,()
45,12,3,1,139968e9,1,14400,(26)
46,4,4,4,3212256e9,1,14400,(35)
47,13,3,1,977730e9,1,14400,()
48,8,7,3,533376e9,1,14400,()
49,2,5,4,286320e9,1,14400,()
50,6,14,1,246528e9,1,18000,()
51,5,6,3,1666200e9,1,18000,()
52,9,9,1,1710072e9,1,18000,(27)
53,17,8,3,5636112e9,1,18000,(23)
54,2,8,2,327120e9,1,18000,()
55,17,10,2,3518184e9,1,18000,(12,39)
56,9,1,2,641088e9,1,18000,()
57,18,13,3,3122496e9,1,18000,()
58,4,7,2,476928e9,1,18000,()
59,5,11,4,766080e9,1,18000,()
60,14,8,4,1175328e9,1,21600,()
61,6,4,2,509856e9,1,21600,(58,37)
62,12,15,3,1044000e9,1,21600,()
63,15,4,2,4363920e9,1,21600,(35)
64,26,9,2,20799168e9,1,21600,()
65,9,4,2,3377088e9,1,21600,(20)
66,29,10,1,10192920e9,1,21600,()
67,17,8,3,5475768e9,1,21600,()
68,6,4,1,975072e9,1,21600,(57)
69,11,6,4,2311056e9,1,21600,(0)
70,2,1,4,173920e9,1,25200,()
71,14,4,1,3677072e9,1,25200,(63,7)
72,4,3,2,586464e9,1,25200,()
73,7,9,4,3019800e9,1,25200,()
74,7,4,4,3255504e9,1,25200,()
75,17,4,1,1921544e9,1,25200,()
76,5,14,4,305640e9,1,25200,()
77,16,10,1,2155200e9,1,25200,()
78,6,13,3,725040e9,1,25200,(34)
79,16,4,1,1383936e9,1,25200,(34)
80,9,14,3,2245968e9,1,28800,()
81,3,17,3,464256e9,1,28800,()
82,18,7,2,3760128e9,1,28800,()
83,3,13,4,942336e9,1,28800,()
84,19,12,1,7745160e9,1,28800,()
85,25,7,3,3163200e9,1,28800,(31)
86,12,16,1,1049472e9,1,28800,(85)
87,22,18,2,8346624e9,1,28800,()
88,12,18,4,1572480e9,1,28800,()
89,15,6,4,2499120e9,1,28800,(26)
90,16,2,4,1273088e9,1,32400,()
91,9,2,4,215568e9,1,32400,(9)
92,25,16,4,2726400e9,1,32400,()
93,3,4,2,727104e9,1,32400,(9)
94,28,14,4,6855744e9,1,32400,()
95,3,17,4,518904e9,1,32400,(1,47)
96,4,14,1,1171776e9,1,32400,()
97,3,3,1,576612e9,1,32400,(49)
98,5,14,4,132960e9,1,32400,(26)
99,13,3,3,2493738e9,1,32400,(84)
100,4,13,1,427104e9,1,36000,()
101,12,6,1,1908288e9,1,36000,()
102,3,2,3,252720e9,1,36000,()
103,3,4,1,196848e9,1,36000,()
104,5,18,3,2757840e9,1,36000,()
