job_id,nodes,tasks-per-node,cpu-per-task,total_computation,priority,injection_time,dependency
0,17,8,4,10530480e9,1,0,()
1,15,2,2,1820760e9,1,0,()
2,3,8,4,218016e9,1,0,()
3,11,8,4,5963496e9,1,0,()
4,11,18,2,1991880e9,1,0,()
5,5,8,1,1693600e9,1,0,()
6,16,13,3,1876608e9,1,0,()
7,2,17,3,389328e9,1,0,(1)
8,10,14,1,1996320e9,1,0,()
9,8,17,2,1249536e9,1,0,(8)
10,4,5,1,790280e9,1,3600,()
11,9,18,2,838728e9,1,3600,(7)
12,17,7,2,7009848e9,1,3600,()
13,20,18,3,1174080e9,1,3600,(11,12)
14,2,1,1,23112e9,1,3600,()
15,7,15,3,1862952e9,1,3600,(4)
16,19,17,3,3554976e9,1,3600,(13)
17,16,2,3,2931072e9,1,3600,()
18,19,9,2,1275888e9,1,3600,(0,10)
19,2,9,1,621288e9,1,3600,()
20,3,8,4,1147824e9,1,7200,()
21,12,3,1,915768e9,1,7200,(12)
22,8,7,2,902016e9,1,7200,()
23,7,17,1,2496480e9,1,7200,(11)
24,13,11,4,3192072e9,1,7200,()
25,8,18,2,235392e9,1,7200,()
26,8,7,1,1583120e9,1,7200,(24)
27,6,7,2,985536e9,1,7200,(5)
28,7,7,4,323232e9,1,7200,(7)
29,16,11,4,1483776e9,1,7200,(12,20)
30,19,17,2,5150520e9,1,10800,(7)
31,14,4,3,7551264e9,1,10800,()
32,4,14,4,990528e9,1,10800,(22)
33,16,5,3,4098432e9,1,10800,()
34,20,4,3,3304800e9,1,10800,(3,5,15)
35,14,4,2,2276512e9,1,10800,()
36,16,11,1,6669344e9,1,10800,(20,15)
37,5,8,3,1962840e9,1,10800,()
38,23,12,1,3594624e9,1,10800,(0,20)
39,7,9,2,1111152e9,1,10800,()
40,12,14,3,3605472e9,1,14400,(26,7)
41,3,7,4,97056e9,1,14400,(27)
42,10,1,3,601020e9,1,14400,(22)
43,7,6,3,342048e9,1,14400,()
44,4,3,4,961632e9,1,14400,(11,23)
45,12,14,1,4816800e9,1,14400,(35,19)
46,14,1,4,1735104e9,1,14400,()
47,10,11,3,4146720e9,1,14400,()
48,3,15,2,1060200e9,1,14400,()
49,5,13,2,2172000e9,1,14400,(43)
50,6,4,2,580032e9,1,18000,()
51,22,10,4,925056e9,1,18000,(5)
52,17,6,1,4974336e9,1,18000,()
53,6,13,4,2796624e9,1,18000,(0,10,19)
54,17,15,4,515712e9,1,18000,(45)
55,7,12,2,1661688e9,1,18000,()
56,12,16,1,876096e9,1,18000,(45)
57,11,16,3,2708112e9,1,18000,(9,50)
58,6,14,1,3046320e9,1,18000,()
59,8,13,4,2730624e9,1,18000,(34)
60,10,17,2,3414240e9,1,21600,(43,55)
61,10,13,1,1733520e9,1,21600,()
62,5,11,2,237960e9,1,21600,(43)
63,11,7,1,1584352e9,1,21600,(22,31)
64,18,11,1,3279276e9,1,21600,()
65,20,17,1,1596480e9,1,21600,()
66,11,8,2,266904e9,1,21600,(19)
67,12,8,3,5366016e9,1,21600,()
68,20,8,3,7483680e9,1,21600,(49)
69,37,17,2,1649016e9,1,21600,()
70,1,10,2,806448e9,1,25200,(43,12)
71,4,10,4,2263008e9,1,25200,()
72,11,1,1,118624e9,1,25200,(39)
73,1,2,2,56296e9,1,25200,(14)
74,18,3,3,6604740e9,1,25200,()
75,9,9,2,1751328e9,1,25200,()
76,5,8,1,2504160e9,1,25200,(10)
77,15,5,1,534450e9,1,25200,()
78,6,10,3,2279808e9,1,25200,()
79,10,16,1,3374160e9,1,25200,(8,11)
80,14,7,2,437136e9,1,28800,()
81,2,2,3,185904e9,1,28800,(47)
82,1,15,3,281688e9,1,28800,()
83,13,15,1,8612136e9,1,28800,(9,30)
84,3,4,2,279456e9,1,28800,()
85,10,8,3,2016240e9,1,28800,()
86,9,6,1,1817424e9,1,28800,()
87,22,15,4,4740384e9,1,28800,()
88,3,9,1,195966e9,1,28800,(28)
89,7,12,1,1104264e9,1,28800,()
90,24,11,4,10802304e9,1,32400,()
91,6,17,4,1196208e9,1,32400,()
92,2,16,4,138096e9,1,32400,(4)
93,3,9,2,747792e9,1,32400,()
94,12,12,3,8089632e9,1,32400,()
95,8,1,4,615744e9,1,32400,()
96,12,13,1,1544256e9,1,32400,()
97,31,17,1,1393512e9,1,32400,()
98,14,11,2,806064e9,1,32400,()
99,28,18,1,6304032e9,1,32400,()
100,17,1,1,324122e9,1,36000,()
101,4,1,3,520008e9,1,36000,()
102,25,11,1,6142950e9,1,36000,(31,79)
103,13,7,3,3163680e9,1,36000,()
104,2,18,4,776640e9,1,36000,()
105,18,14,4,4910976e9,1,36000,()
106,3,13,4,369000e9,1,36000,()
107,3,11,4,1584288e9,1,36000,(65,70)
108,9,17,1,978480e9,1,36000,()
109,3,18,3,603144e9,1,36000,()
110,6,16,2,376848e9,1,39600,()
111,13,2,1,460200e9,1,39600,(67)
112,4,11,1,632104e9,1,39600,(89)
113,7,10,3,1537536e9,1,39600,()
114,18,4,3,1409616e9,1,39600,()
115,2,5,3,242736e9,1,39600,()
116,3,2,3,400644e9,1,39600,(56,24)
117,6,13,4,2440512e9,1,39600,()
118,5,3,1,67590e9,1,39600,()
119,8,5,4,824832e9,1,39600,()
120,6,5,4,855792e9,1,43200,()
121,7,10,4,2596776e9,1,43200,(76)
122,15,7,4,3693960e9,1,43200,()
123,19,14,2,537168e9,1,43200,()
124,2,18,3,143616e9,1,43200,()
125,9,10,4,1856088e9,1,43200,(37)
126,18,12,2,6178464e9,1,43200,()
127,6,13,3,896112e9,1,43200,()
128,12,17,1,4421664e9,1,43200,(70)
129,10,3,2,435720e9,1,43200,(94)
130,2,8,4,235872e9,1,46800,()
131,15,1,3,2120130e9,1,46800,()
132,3,10,1,316740e9,1,46800,()
133,7,12,1,259728e9,1,46800,(86)
134,10,15,3,5854080e9,1,46800,(73)
135,3,5,2,719040e9,1,46800,()
136,20,8,4,7820160e9,1,46800,()
137,12,10,3,1496448e9,1,46800,()
138,4,7,3,467328e9,1,46800,()
139,6,9,3,2049120e9,1,46800,(37)
140,12,7,2,4526496e9,1,50400,(73,139)
141,2,3,4,762912e9,1,50400,()
142,7,10,4,1185744e9,1,50400,(16,94)
143,32,7,4,17583360e9,1,50400,(82,11)
144,15,10,3,5260320e9,1,50400,(33)
145,1,6,1,95604e9,1,50400,(24,140,120)
146,28,1,2,3148880e9,1,50400,(132,15)
147,13,4,1,1431352e9,1,50400,()
148,17,1,2,1249636e9,1,50400,(136)
149,16,18,2,3207936e9,1,50400,(56)
150,1,18,3,243024e9,1,54000,()
151,1,3,1,165594e9,1,54000,(68)
152,5,9,1,93330e9,1,54000,()
153,6,6,3,2526336e9,1,54000,()
154,10,17,3,506160e9,1,54000,(123)
155,13,15,4,602784e9,1,54000,()
156,21,15,3,2533608e9,1,54000,()
157,22,8,3,1032768e9,1,54000,(45)
158,7,15,1,2055816e9,1,54000,()
159,18,13,2,5258304e9,1,54000,()
160,20,3,1,1266720e9,1,57600,(116,100)
161,1,8,3,332064e9,1,57600,(121,33)
162,18,18,4,1336176e9,1,57600,()
163,4,6,3,579360e9,1,57600,(67)
164,14,11,2,796656e9,1,57600,()
165,2,13,4,53424e9,1,57600,()
166,18,9,3,5253984e9,1,57600,(160)
167,6,7,1,789432e9,1,57600,(41,123)
168,5,18,1,877560e9,1,57600,()
169,8,6,2,812352e9,1,57600,(79)
170,3,4,4,240768e9,1,61200,()
171,12,17,3,3205440e9,1,61200,()
172,9,5,2,428220e9,1,61200,(117,45)
173,7,5,1,640500e9,1,61200,(50,7)
174,7,10,1,1814540e9,1,61200,(43)
175,13,6,4,2262312e9,1,61200,(62)
176,21,1,4,2072784e9,1,61200,(11)
177,16,14,1,1594752e9,1,61200,(17)
178,20,12,1,1590240e9,1,61200,()
179,6,3,4,2039760e9,1,61200,(38)
180,18,4,1,915840e9,1,64800,()
181,5,8,4,2194800e9,1,64800,(173)
182,16,5,1,1991040e9,1,64800,()
183,7,2,2,579264e9,1,64800,(147,182)
184,14,13,1,724752e9,1,64800,()
185,4,6,2,1183872e9,1,64800,()
186,7,2,2,915880e9,1,64800,(169)
187,9,10,3,2591568e9,1,64800,(65)
188,45,3,3,801090e9,1,64800,()
189,1,1,2,28584e9,1,64800,()
190,14,11,1,4525136e9,1,68400,()
191,12,7,2,1132416e9,1,68400,(140)
192,16,18,3,2958336e9,1,68400,(2)
193,6,11,2,2148336e9,1,68400,(5)
194,27,17,3,5003856e9,1,68400,()
195,4,7,4,1810272e9,1,68400,(124,38)
196,7,14,1,965160e9,1,68400,(136,26)
197,6,6,2,824688e9,1,68400,()
198,6,18,4,340848e9,1,68400,(85,95,135)
199,7,17,3,1402128e9,1,68400,()
200,9,3,3,2384154e9,1,72000,(126,38)
201,13,11,4,1190280e9,1,72000,()
202,5,13,2,136680e9,1,72000,()
203,4,5,4,589536e9,1,72000,(110)
204,10,16,3,494640e9,1,72000,()
205,2,13,2,852768e9,1,72000,(200,165)
206,4,8,3,576672e9,1,72000,()
207,3,5,1,223620e9,1,72000,(40)
208,15,18,2,339480e9,1,72000,(80)
209,4,9,2,295680e9,1,72000,()
210,14,15,1,919968e9,1,75600,()
211,11,1,2,168696e9,1,75600,(168)
212,6,3,2,604728e9,1,75600,(195,7)
213,1,18,3,190944e9,1,75600,(36)
214,3,8,1,1461744e9,1,75600,()
215,4,10,3,170880e9,1,75600,()
216,4,9,2,951072e9,1,75600,()
217,12,9,4,4602816e9,1,75600,()
218,19,3,2,2114472e9,1,75600,(152)
219,4,6,2,789792e9,1,75600,()
220,8,3,2,876576e9,1,79200,()
221,19,18,3,2533536e9,1,79200,()
222,3,16,3,1342944e9,1,79200,(78)
223,27,17,3,2843424e9,1,79200,(50,198)
224,22,10,2,1616208e9,1,79200,()
225,6,7,2,2930112e9,1,79200,(128)
226,7,5,2,1399020e9,1,79200,(13)
227,8,8,3,2290176e9,1,79200,()
228,4,2,2,82144e9,1,79200,(126,30)
229,7,15,2,1376424e9,1,79200,(217)
230,27,18,2,2087208e9,1,82800,()
231,10,2,4,724800e9,1,82800,(16)
232,8,8,4,1270272e9,1,82800,(116)
233,14,16,1,495936e9,1,82800,()
234,4,15,3,1257312e9,1,82800,()
235,5,4,4,2442120e9,1,82800,()
236,3,12,1,609408e9,1,82800,()
237,3,10,1,392220e9,1,82800,(168)
238,11,10,3,7621944e9,1,82800,()
239,2,6,3,682944e9,1,82800,()
240,14,1,2,1019816e9,1,86400,()
241,1,16,4,651048e9,1,86400,()
242,3,13,1,1588176e9,1,86400,(233)
243,29,11,2,957000e9,1,86400,()
244,13,16,3,1717872e9,1,86400,()
245,12,5,1,160200e9,1,86400,()
246,5,8,3,2365320e9,1,86400,()
247,3,6,3,734400e9,1,86400,(210)
248,6,1,2,443640e9,1,86400,()
249,16,14,4,3399936e9,1,86400,()
250,2,8,1,284896e9,1,90000,(138)
251,6,2,4,1958784e9,1,90000,(3)
252,10,3,2,258240e9,1,90000,(224)
253,15,12,3,1718280e9,1,90000,()
254,17,13,2,6028608e9,1,90000,(168,55)
255,26,17,1,8578128e9,1,90000,()
256,6,3,1,270360e9,1,90000,()
257,14,17,1,594048e9,1,90000,(227,21)
258,13,7,4,2942472e9,1,90000,(199)
259,3,15,2,515304e9,1,90000,()
260,26,14,1,4860336e9,1,93600,(68,54)
261,1,6,3,373752e9,1,93600,()
262,7,3,2,954156e9,1,93600,(216)
263,5,3,2,123900e9,1,93600,()
264,10,9,3,1703040e9,1,93600,()
265,4,5,1,204040e9,1,93600,()
266,11,13,1,2165064e9,1,93600,(163)
267,12,17,4,824256e9,1,93600,()
