job_id,nodes,tasks-per-node,cpu-per-task,total_computation,priority,injection_time,dependency
0,14,6,1,363888e9,1,0,()
1,14,13,1,5646144e9,1,0,()
2,6,12,4,327456e9,1,0,(0,1)
3,9,13,2,695952e9,1,0,()
4,3,17,4,1513872e9,1,0,()
5,6,8,4,3544416e9,1,0,()
6,5,18,3,1157040e9,1,0,()
7,18,16,1,3244320e9,1,0,()
8,15,9,1,3508920e9,1,0,(1)
9,24,3,1,2834064e9,1,0,(1)
10,15,1,3,1835640e9,1,3600,(1)
11,28,17,1,869568e9,1,3600,()
12,21,11,3,11878272e9,1,3600,()
13,9,15,3,3338064e9,1,3600,()
14,12,1,2,686016e9,1,3600,()
15,14,3,2,259224e9,1,3600,()
16,4,16,2,461568e9,1,3600,()
17,24,6,2,10353600e9,1,3600,()
18,1,17,1,225216e9,1,3600,()
19,13,17,2,1145976e9,1,3600,()
20,17,12,1,5745048e9,1,7200,(16,19,4)
21,15,10,4,2311200e9,1,7200,(16)
22,3,8,3,1056096e9,1,7200,()
23,2,17,3,630960e9,1,7200,()
24,16,14,1,5750016e9,1,7200,(4)
25,19,1,2,543020e9,1,7200,(22)
26,18,4,4,896832e9,1,7200,(4)
27,12,14,2,1950336e9,1,7200,()
28,16,18,2,5516160e9,1,7200,()
29,5,11,4,1747560e9,1,7200,(3)
30,11,16,3,492096e9,1,10800,(12)
31,2,5,2,309000e9,1,10800,(13)
32,24,2,2,369024e9,1,10800,(7)
33,3,6,1,562428e9,1,10800,()
34,19,14,3,2269056e9,1,10800,(27)
35,6,13,4,3433104e9,1,10800,(1)
36,4,11,3,2736480e9,1,10800,()
37,7,17,4,192192e9,1,10800,()
38,38,6,1,2396736e9,1,10800,(7)
39,12,17,4,7630560e9,1,10800,(15)
40,7,8,2,460824e9,1,14400,(13)
41,4,1,2,197872e9,1,14400,()
42,14,16,1,3248112e9,1,14400,()
43,13,7,4,3783312e9,1,14400,(36)
44,8,3,1,534288e9,1,14400,(11)
45,16,2,2,1666944e9,1,14400,(27,25,11,41)
46,17,9,1,3385278e9,1,14400,(29)
47,2,10,2,373296e9,1,14400,()
48,3,18,2,1261080e9,1,14400,(34)
49,3,15,1,325152e9,1,14400,()
50,6,18,1,1031904e9,1,18000,(10)
51,34,7,2,1534080e9,1,18000,(36,38)
52,4,1,4,577408e9,1,18000,()
53,5,6,4,1161720e9,1,18000,()
54,27,16,4,5032368e9,1,18000,()
55,8,14,2,2655744e9,1,18000,()
56,4,5,3,3684576e9,1,18000,()
57,7,12,3,2053296e9,1,18000,()
58,6,7,1,775572e9,1,18000,(14)
59,11,11,4,2808960e9,1,18000,()
60,4,15,2,369696e9,1,21600,(43)
61,11,3,1,640794e9,1,21600,()
62,16,13,1,7376256e9,1,21600,()
63,17,18,1,8956824e9,1,21600,()
64,4,10,3,499584e9,1,21600,(24)
65,14,17,2,3768576e9,1,21600,()
66,4,4,4,1316928e9,1,21600,()
67,16,6,1,2646912e9,1,21600,(66)
68,6,15,2,2727792e9,1,21600,(12,23)
69,11,2,2,1856096e9,1,21600,(42,19,4)
70,6,13,2,233712e9,1,25200,(66)
71,4,10,2,669024e9,1,25200,(52,54,55)
72,3,4,2,1070064e9,1,25200,(42)
73,1,16,2,162984e9,1,25200,()
74,1,9,4,182832e9,1,25200,(39)
75,29,17,3,12392976e9,1,25200,()
76,20,17,4,3052800e9,1,25200,()
77,21,18,2,684432e9,1,25200,(1,7)
78,11,3,1,339240e9,1,25200,()
79,17,13,1,3819696e9,1,25200,()
80,7,7,4,990024e9,1,28800,(6)
81,16,18,4,2522880e9,1,28800,(35)
82,3,18,2,212184e9,1,28800,(32)
83,4,12,3,289440e9,1,28800,(59,31)
84,2,16,4,80976e9,1,28800,(7)
85,7,16,2,202272e9,1,28800,()
86,17,17,4,512448e9,1,28800,(19,15)
87,17,6,2,8700192e9,1,28800,()
88,2,15,4,295632e9,1,28800,(51)
89,3,5,1,90750e9,1,28800,(25,70)
90,10,5,1,710100e9,1,32400,()
91,16,5,4,2566272e9,1,32400,(80,1,70)
92,7,2,1,170436e9,1,32400,(16,52,86)
93,9,9,2,3201120e9,1,32400,(68)
94,2,14,4,473136e9,1,32400,(0,42,67)
95,12,4,3,1194624e9,1,32400,(70)
96,3,17,2,177192e9,1,32400,()
97,37,12,1,12553656e9,1,32400,()
98,7,5,1,187320e9,1,32400,()
99,3,4,3,1375848e9,1,32400,(70)
100,5,14,2,746880e9,1,36000,()
101,9,1,3,90180e9,1,36000,()
102,3,3,2,187344e9,1,36000,()
103,9,8,3,3747168e9,1,36000,()
104,9,12,3,2498904e9,1,36000,()
105,16,16,2,2884992e9,1,36000,(42,66)
106,35,18,3,21344400e9,1,36000,(55)
107,29,9,1,1805076e9,1,36000,()
108,1,5,4,371256e9,1,36000,()
109,5,5,3,2388840e9,1,36000,(0)
