job_id,nodes,tasks-per-node,cpu-per-task,total_computation,priority,injection_time,dependency
0,2,10,3,64656e9,1,0,()
1,17,15,4,6584712e9,1,0,()
2,22,9,2,2459424e9,1,0,(1)
3,16,14,3,5109120e9,1,0,(1)
4,1,14,1,216264e9,1,0,(2,3)
5,3,18,2,338040e9,1,0,()
6,3,17,3,1047384e9,1,0,()
7,3,8,3,283032e9,1,0,()
8,10,15,3,444000e9,1,0,()
9,25,11,4,1140000e9,1,0,()
10,16,14,4,4580352e9,1,3600,()
11,13,7,1,508690e9,1,3600,()
12,27,3,2,4345488e9,1,3600,(11)
13,4,5,4,1207968e9,1,3600,(10)
14,14,14,2,1051344e9,1,3600,()
15,15,13,3,3391560e9,1,3600,(10,14)
16,5,14,1,133080e9,1,3600,()
17,10,10,1,5414000e9,1,3600,()
18,3,3,3,660366e9,1,3600,()
19,17,6,3,5061240e9,1,3600,()
20,12,5,1,2173200e9,1,7200,()
21,2,7,4,739920e9,1,7200,(2)
22,24,3,1,1292544e9,1,7200,(1)
23,7,6,3,1366680e9,1,7200,(3)
24,15,17,4,3079080e9,1,7200,()
25,15,3,1,493020e9,1,7200,(12)
26,2,12,3,332784e9,1,7200,(1)
27,1,13,2,409464e9,1,7200,(24)
28,9,17,2,2383776e9,1,7200,(20)
29,13,8,4,1892904e9,1,7200,(16)
30,7,17,4,3638208e9,1,10800,()
31,2,16,3,420768e9,1,10800,(13)
32,8,14,3,1084992e9,1,10800,(10)
33,7,16,2,2011800e9,1,10800,(27)
34,11,16,1,1291224e9,1,10800,(29)
35,21,16,4,5607000e9,1,10800,()
36,1,4,2,200032e9,1,10800,(0)
37,22,9,2,3520176e9,1,10800,()
38,13,2,2,1436032e9,1,10800,(28)
39,5,2,3,408900e9,1,10800,()
40,1,9,2,515256e9,1,14400,(6)
41,1,10,1,149380e9,1,14400,(0)
42,4,2,1,46592e9,1,14400,()
43,10,1,2,1125240e9,1,14400,()
44,10,11,3,1758000e9,1,14400,(18)
45,2,5,1,53720e9,1,14400,()
46,4,17,1,105216e9,1,14400,()
47,10,2,3,127080e9,1,14400,(25,21)
48,8,12,4,2054400e9,1,14400,(29)
49,7,6,1,162456e9,1,14400,()
50,9,7,1,477162e9,1,18000,()
51,20,12,4,13405920e9,1,18000,()
52,2,12,2,174000e9,1,18000,()
53,7,6,1,1366932e9,1,18000,()
54,10,16,1,6641280e9,1,18000,(43)
55,8,12,4,3522816e9,1,18000,()
56,6,16,3,1218816e9,1,18000,()
57,9,11,2,1129032e9,1,18000,()
58,17,2,2,388552e9,1,18000,()
59,12,2,3,2561472e9,1,18000,()
60,3,8,1,138384e9,1,21600,()
61,18,18,4,3446928e9,1,21600,()
62,15,5,1,1716000e9,1,21600,()
63,23,1,1,462208e9,1,21600,()
64,2,9,1,960012e9,1,21600,()
65,26,3,3,6802380e9,1,21600,()
66,4,15,1,3291744e9,1,21600,()
67,5,3,2,1078560e9,1,21600,(50)
68,15,10,4,2010600e9,1,21600,()
69,5,17,2,1647480e9,1,21600,(1)
70,8,7,1,411600e9,1,25200,()
71,17,7,1,904876e9,1,25200,()
72,13,12,4,3944928e9,1,25200,()
73,1,7,2,310560e9,1,25200,()
74,15,5,4,701640e9,1,25200,()
75,7,3,4,1538376e9,1,25200,()
76,6,12,3,317088e9,1,25200,()
77,1,7,4,46944e9,1,25200,()
78,9,10,3,1153656e9,1,25200,(5)
79,3,16,1,1018296e9,1,25200,(66)
80,6,13,2,1268352e9,1,28800,(42)
81,7,18,1,1718136e9,1,28800,()
82,7,16,2,3261888e9,1,28800,()
83,3,12,1,70776e9,1,28800,(72,70)
84,14,1,3,235620e9,1,28800,()
85,4,1,4,271264e9,1,28800,(71)
86,16,16,3,1455744e9,1,28800,(46)
87,2,9,2,698688e9,1,28800,(73,11,49)
88,10,14,2,2137920e9,1,28800,(36)
89,5,18,3,896520e9,1,28800,()
90,28,8,1,3157504e9,1,32400,(47)
91,13,11,2,1900392e9,1,32400,(17,50,86)
92,16,1,3,499680e9,1,32400,(19)
93,12,9,1,1609416e9,1,32400,(6)
94,7,2,4,1492064e9,1,32400,()
95,3,12,2,469296e9,1,32400,()
96,16,2,3,2912832e9,1,32400,()
97,6,18,4,2315664e9,1,32400,(7)
98,24,3,3,2995488e9,1,32400,()
99,11,12,3,5250960e9,1,32400,()
100,8,2,2,519104e9,1,36000,()
101,30,14,4,1609920e9,1,36000,()
102,18,4,4,4246992e9,1,36000,()
103,20,10,1,380400e9,1,36000,()
104,8,1,1,262576e9,1,36000,(57)
105,4,17,2,1027776e9,1,36000,()
106,19,17,4,5571408e9,1,36000,(15)
107,22,8,3,12103344e9,1,36000,(72)
108,16,18,1,11215872e9,1,36000,()
109,1,2,3,155208e9,1,36000,()
110,4,5,1,620840e9,1,39600,()
111,8,17,3,2739840e9,1,39600,()
112,13,12,4,1967784e9,1,39600,()
113,7,12,2,2422056e9,1,39600,()
114,3,6,2,323784e9,1,39600,(109)
115,3,11,3,432864e9,1,39600,()
116,11,14,2,3440712e9,1,39600,()
117,3,14,4,1700712e9,1,39600,(11)
118,4,4,2,1241984e9,1,39600,(80)
119,27,12,4,2910168e9,1,39600,()
120,5,13,2,633840e9,1,43200,()
121,5,17,4,505080e9,1,43200,()
122,2,8,4,722688e9,1,43200,()
123,12,8,4,806400e9,1,43200,()
124,16,15,2,5128704e9,1,43200,()
125,34,12,2,15353040e9,1,43200,(110)
126,5,6,4,162000e9,1,43200,()
127,2,6,4,1041168e9,1,43200,(47)
128,6,17,2,1071936e9,1,43200,()
129,13,2,4,2981264e9,1,43200,(50,29)
130,4,5,1,630000e9,1,46800,()
131,4,1,3,290928e9,1,46800,(63,14,127)
132,7,4,3,3220560e9,1,46800,()
133,6,17,1,1369296e9,1,46800,()
134,7,2,3,2736636e9,1,46800,(43)
135,12,11,4,1598688e9,1,46800,(131)
136,28,9,3,8004192e9,1,46800,()
137,7,8,2,5400528e9,1,46800,(14)
138,13,16,2,629304e9,1,46800,()
139,1,13,3,186888e9,1,46800,()
140,12,16,3,5591520e9,1,50400,(72)
141,7,1,4,832552e9,1,50400,(35,132,95)
142,7,2,1,188664e9,1,50400,(114)
143,5,8,4,1420920e9,1,50400,()
144,17,11,2,5180784e9,1,50400,(72,111)
145,18,9,3,4998672e9,1,50400,()
146,26,7,4,13005408e9,1,50400,(105)
147,1,1,4,61120e9,1,50400,(6)
148,14,17,4,6398784e9,1,50400,(19,52,101)
149,1,3,4,44352e9,1,50400,(32,133)
150,3,2,3,251676e9,1,54000,()
151,12,7,2,1329408e9,1,54000,(13,77,94)
152,9,1,1,91584e9,1,54000,()
153,3,3,1,36432e9,1,54000,(121)
154,16,8,1,287488e9,1,54000,(91)
155,16,5,2,2337280e9,1,54000,(47)
156,11,3,4,2317392e9,1,54000,(35)
157,2,8,3,49104e9,1,54000,(156)
158,2,5,1,72440e9,1,54000,(19)
159,3,8,3,464688e9,1,54000,()
160,7,18,1,1878576e9,1,57600,(76)
161,22,3,3,5860404e9,1,57600,()
162,11,11,2,2240304e9,1,57600,()
163,6,4,4,1185984e9,1,57600,()
164,20,18,3,3504960e9,1,57600,(159)
165,18,6,2,4011984e9,1,57600,()
166,5,2,4,1465440e9,1,57600,(1)
167,24,12,3,1801728e9,1,57600,(19)
168,27,3,3,8083638e9,1,57600,(152)
169,7,18,2,2009448e9,1,57600,(122,77)
170,8,1,4,835264e9,1,61200,()
171,3,18,4,2166768e9,1,61200,(169)
172,3,8,1,1075296e9,1,61200,(76,6,151)
173,11,8,4,3684120e9,1,61200,(58)
174,23,16,3,628728e9,1,61200,(170,23)
175,6,3,3,1738692e9,1,61200,()
176,7,1,2,202972e9,1,61200,()
177,4,12,2,650496e9,1,61200,(56,161)
178,5,14,1,1542360e9,1,61200,()
179,7,7,4,2412312e9,1,61200,()
180,13,17,3,2794584e9,1,64800,()
181,7,5,1,1054270e9,1,64800,()
182,6,1,1,147312e9,1,64800,()
183,20,6,4,2888640e9,1,64800,()
184,35,6,4,13184640e9,1,64800,()
185,9,10,3,1187784e9,1,64800,()
186,12,14,1,2227968e9,1,64800,()
187,10,9,4,7243200e9,1,64800,(97)
188,9,14,1,3872448e9,1,64800,(59,95)
189,9,9,2,2060856e9,1,64800,()
190,38,17,4,7331568e9,1,68400,()
191,7,13,1,936768e9,1,68400,()
192,10,14,2,2457600e9,1,68400,()
193,11,12,4,842424e9,1,68400,(5)
194,8,12,4,863232e9,1,68400,(8)
195,32,18,3,15161856e9,1,68400,()
196,18,14,3,11814768e9,1,68400,()
197,13,16,4,8229624e9,1,68400,()
198,3,12,1,332352e9,1,68400,()
199,21,10,3,5456808e9,1,68400,(70)
200,9,4,4,3378672e9,1,72000,(152)
201,26,2,2,1140464e9,1,72000,(131,135)
202,3,6,4,2070936e9,1,72000,()
203,2,7,1,290360e9,1,72000,()
204,12,13,1,3308256e9,1,72000,()
205,18,13,3,2034288e9,1,72000,()
206,17,15,3,5625504e9,1,72000,()
207,9,18,1,495720e9,1,72000,(191)
208,12,8,1,642432e9,1,72000,(58,12)
209,8,7,4,1695744e9,1,72000,(118)
210,3,6,4,742752e9,1,75600,()
211,4,4,4,1783104e9,1,75600,(108)
212,13,15,2,1867944e9,1,75600,()
213,13,18,1,1890720e9,1,75600,()
214,24,10,1,2490720e9,1,75600,(98)
215,17,8,2,7672440e9,1,75600,(32)
216,4,13,4,613632e9,1,75600,()
217,13,7,4,507936e9,1,75600,(214,198)
218,13,8,1,1052272e9,1,75600,()
219,10,7,1,2832900e9,1,75600,()
220,5,12,1,692040e9,1,79200,(196)
221,4,13,1,1715136e9,1,79200,(155)
222,6,8,1,264480e9,1,79200,()
223,7,11,2,676368e9,1,79200,(41)
224,1,16,2,793248e9,1,79200,(212)
225,2,10,3,528336e9,1,79200,(104)
226,3,17,4,159264e9,1,79200,(74)
227,16,5,1,205440e9,1,79200,(221)
228,8,5,3,1681152e9,1,79200,(192)
229,21,14,4,1585584e9,1,79200,()
230,15,12,2,2041200e9,1,82800,(158,95)
231,9,3,2,451116e9,1,82800,()
232,16,5,3,4360704e9,1,82800,()
233,16,6,2,4682496e9,1,82800,()
234,37,6,4,12280152e9,1,82800,(184)
235,5,18,1,562200e9,1,82800,(72,15)
236,6,4,2,161472e9,1,82800,()
237,22,1,3,1426788e9,1,82800,()
238,28,10,4,9567936e9,1,82800,()
239,7,8,3,2414496e9,1,82800,(82)
240,8,17,3,685440e9,1,86400,()
241,8,16,2,1285440e9,1,86400,()
242,8,2,3,287232e9,1,86400,()
243,9,11,2,3306312e9,1,86400,(101,78)
244,5,17,3,378960e9,1,86400,(190)
245,5,15,4,1544520e9,1,86400,()
246,17,13,2,1693608e9,1,86400,()
247,11,6,2,5255976e9,1,86400,(178)
248,9,17,1,1022328e9,1,86400,(90,157)
249,27,11,4,14828184e9,1,86400,(241,230)
250,7,8,4,2656584e9,1,90000,(193)
251,12,4,3,1155168e9,1,90000,(168)
252,13,3,4,5960760e9,1,90000,(189)
253,7,13,3,606984e9,1,90000,(66,239)
