job_id,nodes,tasks-per-node,cpu-per-task,total_computation,priority,injection_time,dependency
0,1,17,2,413088e9,1,0,()
1,7,12,1,1229592e9,1,0,()
2,17,12,4,1275000e9,1,0,()
3,8,8,2,1892352e9,1,0,(0)
4,19,9,4,8765688e9,1,0,(3)
5,4,7,1,589792e9,1,0,(0,1)
6,16,17,4,4290816e9,1,0,()
7,22,10,2,16681632e9,1,0,()
8,2,10,4,372672e9,1,0,(3)
9,11,4,1,382096e9,1,0,(6)
10,5,18,2,1450800e9,1,3600,(7)
11,16,15,4,3685632e9,1,3600,()
12,2,17,1,177888e9,1,3600,(11,7)
13,28,7,2,5365248e9,1,3600,(0,11)
14,3,9,2,1119888e9,1,3600,()
15,13,3,3,1482156e9,1,3600,(8)
16,4,12,4,106944e9,1,3600,(13)
17,8,3,3,2082384e9,1,3600,()
18,21,8,4,7441056e9,1,3600,()
19,5,14,1,2082480e9,1,3600,()
20,9,5,4,3478896e9,1,7200,()
21,13,4,3,2831088e9,1,7200,()
22,3,5,4,168984e9,1,7200,(16)
23,5,9,3,890040e9,1,7200,()
24,1,6,3,202080e9,1,7200,(15)
25,6,13,4,651024e9,1,7200,()
26,4,9,4,1025664e9,1,7200,(18)
27,17,11,4,940848e9,1,7200,(3)
28,34,17,4,5474544e9,1,7200,(27)
29,2,1,3,129180e9,1,7200,(21)
30,15,17,1,4099320e9,1,10800,()
31,10,17,1,3763920e9,1,10800,()
32,23,10,4,1456728e9,1,10800,()
33,32,7,3,9499392e9,1,10800,(17,30)
34,18,6,3,1404864e9,1,10800,(20)
35,2,11,1,545556e9,1,10800,(24)
36,1,16,1,211200e9,1,10800,()
37,11,3,2,3411936e9,1,10800,(33)
38,7,13,3,886704e9,1,10800,(22)
39,24,7,2,16142400e9,1,10800,(2)
40,6,5,2,2313840e9,1,14400,(0)
41,19,16,1,11541816e9,1,14400,(21)
42,22,4,4,4220304e9,1,14400,()
43,5,1,4,643080e9,1,14400,()
44,18,8,3,4636656e9,1,14400,(1)
45,5,15,2,1233000e9,1,14400,(17,35)
46,24,10,1,1046880e9,1,14400,()
47,2,14,1,333984e9,1,14400,()
48,16,14,4,425088e9,1,14400,()
49,13,4,3,6494280e9,1,14400,()
50,24,10,3,9175104e9,1,18000,()
51,5,8,3,1116720e9,1,18000,()
52,2,18,1,599616e9,1,18000,(27,29)
53,7,4,4,1414224e9,1,18000,(19,23)
54,4,14,1,1505184e9,1,18000,(8)
55,19,17,3,9294192e9,1,18000,(43)
56,13,10,1,3717740e9,1,18000,(18)
57,6,4,1,586656e9,1,18000,(45)
58,39,11,3,8073000e9,1,18000,()
59,14,6,1,736008e9,1,18000,()
60,2,9,1,77616e9,1,21600,()
61,4,2,3,353520e9,1,21600,(6)
62,9,7,4,1553040e9,1,21600,()
63,3,9,4,237024e9,1,21600,(56)
64,12,4,1,463008e9,1,21600,()
65,10,7,4,5967120e9,1,21600,(27)
66,5,10,3,128280e9,1,21600,(47)
67,38,1,1,719188e9,1,21600,(20,45)
68,18,7,4,5744736e9,1,21600,()
69,25,10,2,2334000e9,1,21600,(24,42)
70,22,2,1,408056e9,1,25200,()
71,21,8,3,5559120e9,1,25200,()
72,15,15,1,5078880e9,1,25200,(2)
73,18,16,4,12074832e9,1,25200,()
74,12,14,3,4006368e9,1,25200,(50)
75,1,4,4,197808e9,1,25200,(50)
76,11,7,1,1962576e9,1,25200,()
77,8,17,4,1873728e9,1,25200,(18)
78,11,5,4,6729096e9,1,25200,(3)
79,9,14,1,3033072e9,1,25200,(46)
80,12,4,4,2627136e9,1,28800,()
81,2,6,2,619680e9,1,28800,()
82,21,16,2,6644232e9,1,28800,()
83,10,14,3,5514240e9,1,28800,(12)
84,7,6,4,375648e9,1,28800,(18,61)
85,6,6,4,876528e9,1,28800,(64)
86,9,11,1,559350e9,1,28800,()
87,5,15,1,1319880e9,1,28800,()
88,13,8,1,1479504e9,1,28800,(26,85,31)
89,3,18,4,794016e9,1,28800,()
90,8,6,3,494400e9,1,32400,()
91,19,12,1,1323312e9,1,32400,()
92,11,13,4,1966008e9,1,32400,()
93,6,1,1,36768e9,1,32400,()
94,13,7,1,487032e9,1,32400,()
95,3,17,1,224712e9,1,32400,()
96,13,13,4,2063880e9,1,32400,(30)
