job_id,nodes,tasks-per-node,cpu-per-task,total_computation,priority,injection_time,dependency
0,11,14,1,4342536e9,1,0,()
1,13,17,2,5041296e9,1,0,(0)
2,17,9,1,6368166e9,1,0,(0)
3,12,18,1,4980960e9,1,0,(1)
4,4,8,4,533088e9,1,0,(0)
5,3,12,2,487080e9,1,0,()
6,8,8,4,3034944e9,1,0,()
7,24,11,3,1111104e9,1,0,()
8,10,11,4,3042480e9,1,0,(4)
9,23,13,1,1569336e9,1,0,(8)
10,10,13,4,900720e9,1,3600,(0,2)
11,10,3,3,286200e9,1,3600,()
12,17,17,2,2152200e9,1,3600,(8)
13,20,18,4,12458400e9,1,3600,(10)
14,11,4,3,3365208e9,1,3600,(10)
15,18,10,3,1944864e9,1,3600,(5)
16,3,3,4,280008e9,1,3600,(8,3)
17,10,15,2,2610000e9,1,3600,()
18,11,10,3,5307192e9,1,3600,()
19,6,10,2,2522304e9,1,3600,()
20,2,15,1,150528e9,1,7200,(13)
21,8,10,2,822912e9,1,7200,()
22,4,7,2,1229952e9,1,7200,()
23,31,17,1,14550408e9,1,7200,(12,20)
24,13,18,3,6559488e9,1,7200,(10,22)
25,6,13,3,388800e9,1,7200,(20,12)
26,6,2,3,202608e9,1,7200,()
27,13,2,4,1124864e9,1,7200,()
28,4,5,4,204960e9,1,7200,()
29,17,14,4,15696984e9,1,7200,(8)
30,11,1,3,1055868e9,1,10800,()
31,1,14,1,84648e9,1,10800,(8)
32,21,10,4,5734008e9,1,10800,(4)
33,10,17,4,857040e9,1,10800,()
34,2,10,4,286848e9,1,10800,()
35,3,7,3,2025144e9,1,10800,()
36,31,9,1,9861534e9,1,10800,(26)
37,3,6,3,668088e9,1,10800,()
38,3,14,3,1249992e9,1,10800,()
39,3,3,4,182520e9,1,10800,()
40,9,8,1,2102544e9,1,14400,(9)
41,2,18,3,856848e9,1,14400,()
42,3,6,3,262584e9,1,14400,(11)
43,9,10,3,858384e9,1,14400,()
44,3,3,4,1171008e9,1,14400,(25,23)
45,3,1,4,140928e9,1,14400,()
46,5,15,3,327360e9,1,14400,(30)
47,5,5,2,478100e9,1,14400,()
48,16,10,4,494208e9,1,14400,()
49,15,11,1,1013760e9,1,14400,(17)
50,11,11,3,807576e9,1,18000,()
51,1,10,1,40920e9,1,18000,(12)
52,24,17,3,1050624e9,1,18000,()
53,13,4,1,2387528e9,1,18000,()
54,4,16,2,1861056e9,1,18000,()
55,14,2,4,3018400e9,1,18000,()
56,1,6,1,189000e9,1,18000,(33,30)
57,24,17,3,2035008e9,1,18000,()
58,12,11,2,5194368e9,1,18000,(25)
59,3,13,3,752040e9,1,18000,(23)
60,19,7,2,4421832e9,1,21600,()
61,5,18,4,644400e9,1,21600,(17,34)
62,1,12,4,70200e9,1,21600,()
63,22,14,2,2633664e9,1,21600,()
64,1,8,1,18368e9,1,21600,()
65,5,17,2,3094560e9,1,21600,()
66,13,3,2,2648256e9,1,21600,(43)
67,11,13,1,981552e9,1,21600,()
68,5,12,3,2255160e9,1,21600,(50,13)
69,6,8,4,3757104e9,1,21600,()
70,8,11,1,2253328e9,1,25200,(41)
71,16,4,1,933632e9,1,25200,()
72,5,15,3,2135880e9,1,25200,()
73,10,15,2,1137600e9,1,25200,(37)
74,11,8,2,3264624e9,1,25200,(0)
75,2,9,1,78732e9,1,25200,(52,46,6)
76,3,9,1,781002e9,1,25200,()
77,17,14,3,1494504e9,1,25200,(45)
78,12,10,2,736128e9,1,25200,(20)
79,10,15,4,778800e9,1,25200,()
80,21,5,2,7043400e9,1,28800,()
81,3,2,4,192816e9,1,28800,(60)
82,32,14,1,7253760e9,1,28800,()
83,13,2,3,651924e9,1,28800,()
84,2,7,3,259776e9,1,28800,(8,14)
85,20,10,3,2037120e9,1,28800,()
86,14,17,2,7326816e9,1,28800,(49)
87,15,5,1,833700e9,1,28800,(42,38)
88,14,1,4,1488368e9,1,28800,(69)
89,41,14,3,17993424e9,1,28800,()
90,8,13,3,488832e9,1,32400,(63)
91,17,4,2,2611744e9,1,32400,(33)
92,33,1,4,6690024e9,1,32400,(45,87)
93,4,2,4,2423872e9,1,32400,()
94,2,2,4,383744e9,1,32400,()
95,4,17,1,136704e9,1,32400,(5)
96,12,7,2,1005408e9,1,32400,()
97,1,17,3,612720e9,1,32400,(23)
98,27,8,2,5461344e9,1,32400,(22)
99,1,18,4,37608e9,1,32400,(33,92)
100,21,7,2,6445152e9,1,36000,(60)
101,2,18,3,420288e9,1,36000,()
102,16,5,2,2104000e9,1,36000,()
103,7,16,3,869064e9,1,36000,(96)
104,1,8,3,103248e9,1,36000,()
105,3,17,4,869976e9,1,36000,(82)
106,2,12,3,625872e9,1,36000,(64)
107,15,16,3,2248200e9,1,36000,(97)
108,19,12,1,10492104e9,1,36000,(35,55)
109,4,6,1,191472e9,1,36000,(51)
110,19,7,2,9410016e9,1,39600,()
111,28,11,4,11175360e9,1,39600,()
112,7,9,2,569688e9,1,39600,(36)
113,9,5,2,1296180e9,1,39600,()
114,6,13,2,1218384e9,1,39600,()
115,11,12,3,1028808e9,1,39600,()
116,21,16,1,9886464e9,1,39600,(86)
117,10,14,2,2172240e9,1,39600,()
118,23,4,3,9752184e9,1,39600,()
119,18,2,4,1193184e9,1,39600,(73)
120,17,15,2,2033880e9,1,43200,(2)
121,3,11,4,239976e9,1,43200,()
122,3,8,3,1110240e9,1,43200,(77)
123,12,1,2,1146480e9,1,43200,(1,99,63)
124,3,2,2,332640e9,1,43200,()
125,6,8,4,2337696e9,1,43200,()
126,10,4,2,327520e9,1,43200,()
127,9,9,3,1377432e9,1,43200,()
128,11,6,4,3575616e9,1,43200,()
129,18,1,1,44280e9,1,43200,()
130,3,2,3,784836e9,1,46800,(47)
131,17,12,2,5785032e9,1,46800,(26)
132,15,12,3,2418480e9,1,46800,(90)
133,3,5,2,1184280e9,1,46800,()
134,3,14,4,1022688e9,1,46800,()
135,20,4,1,2429440e9,1,46800,(78)
136,9,18,3,640224e9,1,46800,()
137,6,4,1,334704e9,1,46800,(119)
138,5,2,3,271440e9,1,46800,()
139,13,16,2,4953000e9,1,46800,()
140,7,12,1,2554104e9,1,50400,()
141,12,17,4,1402560e9,1,50400,(38)
142,6,8,2,2451744e9,1,50400,()
143,9,13,3,326376e9,1,50400,(6)
144,6,9,2,207792e9,1,50400,(27,140,68)
145,1,18,4,179616e9,1,50400,(96,139,13)
146,3,5,1,445170e9,1,50400,(44)
147,23,15,1,10048608e9,1,50400,()
148,18,4,2,1502496e9,1,50400,()
149,18,14,2,8234784e9,1,50400,(49)
150,12,9,3,762048e9,1,54000,(18,108,87)
151,4,13,1,237408e9,1,54000,()
152,4,8,1,1584064e9,1,54000,(54)
153,17,18,2,5179560e9,1,54000,()
154,3,9,4,1246320e9,1,54000,()
155,16,17,4,5048448e9,1,54000,()
156,4,6,4,1648800e9,1,54000,(32,28)
157,15,1,4,215880e9,1,54000,(38)
158,17,4,1,611592e9,1,54000,()
159,22,5,3,4580928e9,1,54000,(58)
160,6,17,3,1929024e9,1,57600,(50)
161,10,17,2,993600e9,1,57600,(134)
