job_id,nodes,tasks-per-node,cpu-per-task,total_computation,priority,injection_time,dependency
0,12,17,2,319968e9,1,0,()
1,35,8,2,3659880e9,1,0,()
2,24,1,3,438768e9,1,0,(0)
3,2,6,4,176304e9,1,0,(0)
4,14,4,3,1963248e9,1,0,()
5,13,16,2,1229280e9,1,0,(1)
6,9,2,2,1968984e9,1,0,(3,5)
7,9,11,2,1370088e9,1,0,(1)
8,15,9,2,2743560e9,1,0,()
9,4,6,1,151872e9,1,0,()
10,17,17,4,7201608e9,1,3600,(7)
11,2,17,1,174096e9,1,3600,()
12,11,16,4,5726952e9,1,3600,()
13,19,3,3,709650e9,1,3600,(8,7)
14,7,5,3,4664856e9,1,3600,(6)
15,2,1,1,56752e9,1,3600,()
16,16,5,2,4195840e9,1,3600,()
17,22,2,3,4280760e9,1,3600,(2)
18,19,18,2,5178336e9,1,3600,()
19,5,13,3,419520e9,1,3600,(1)
20,3,8,3,438696e9,1,7200,()
21,11,10,1,880000e9,1,7200,()
22,2,2,1,78296e9,1,7200,()
23,28,6,1,2477664e9,1,7200,()
24,16,4,3,4641792e9,1,7200,(11)
25,4,14,4,1322976e9,1,7200,()
26,23,11,1,3091660e9,1,7200,()
27,31,7,2,4505664e9,1,7200,()
28,5,10,1,466800e9,1,7200,(21)
29,8,11,1,2796992e9,1,7200,(16,9)
30,4,13,4,220320e9,1,10800,(0)
31,18,6,4,8806752e9,1,10800,(4,22)
32,12,2,2,699552e9,1,10800,()
33,32,13,1,7631616e9,1,10800,()
34,3,16,2,696600e9,1,10800,()
35,1,9,2,220272e9,1,10800,()
36,6,2,3,287064e9,1,10800,()
37,20,9,4,3821760e9,1,10800,()
38,2,17,3,529920e9,1,10800,()
39,15,6,3,1436400e9,1,10800,(22)
40,17,2,2,788392e9,1,14400,()
41,11,14,4,1736592e9,1,14400,(33)
42,11,1,3,1639572e9,1,14400,()
43,4,12,3,1338912e9,1,14400,()
44,3,15,4,2359512e9,1,14400,()
45,20,15,1,9602880e9,1,14400,(17)
46,3,15,2,694872e9,1,14400,()
47,5,16,2,1789680e9,1,14400,()
48,4,9,1,256896e9,1,14400,(34)
49,8,1,3,554544e9,1,14400,(43,12)
50,4,14,3,225984e9,1,18000,()
51,12,9,1,4160376e9,1,18000,()
52,8,13,1,4519680e9,1,18000,()
53,6,10,4,231840e9,1,18000,(40)
54,12,4,2,3721152e9,1,18000,(12)
55,5,1,3,376830e9,1,18000,()
56,5,1,1,42910e9,1,18000,()
57,29,11,4,4198272e9,1,18000,()
58,6,18,4,2448288e9,1,18000,(31)
59,8,18,2,3145728e9,1,18000,()
60,1,11,4,82776e9,1,21600,()
61,4,17,4,995712e9,1,21600,(18)
62,6,7,4,1944144e9,1,21600,()
63,8,7,2,5807040e9,1,21600,(60,7)
64,6,10,4,1376352e9,1,21600,()
65,4,16,3,719232e9,1,21600,()
66,9,9,1,800928e9,1,21600,(10,31)
67,19,1,4,1923104e9,1,21600,()
68,15,8,1,595680e9,1,21600,()
69,14,11,2,4175136e9,1,21600,(31)
70,11,15,2,4697088e9,1,25200,()
71,25,5,1,2268000e9,1,25200,(5,46)
72,6,5,3,1761696e9,1,25200,(61)
