job_id,nodes,tasks-per-node,cpu-per-task,total_computation,priority,injection_time,dependency
0,11,17,1,5066688e9,1,0,()
1,3,3,2,450396e9,1,0,(0)
2,16,11,4,4926336e9,1,0,(0)
3,13,4,4,2884752e9,1,0,()
4,13,1,2,595920e9,1,0,(2)
5,6,7,1,869232e9,1,0,()
6,7,18,2,1080240e9,1,0,(3)
7,4,6,1,211248e9,1,0,()
8,14,9,3,1659168e9,1,0,()
9,9,10,1,2736720e9,1,0,(5)
10,11,13,2,1209912e9,1,3600,()
11,34,6,3,4217088e9,1,3600,(6)
12,5,10,3,1591920e9,1,3600,(3)
13,8,17,4,306624e9,1,3600,(4,6,7)
14,17,5,3,4483512e9,1,3600,()
15,16,15,3,5514240e9,1,3600,()
16,8,12,1,1547136e9,1,3600,()
17,14,12,2,5549040e9,1,3600,()
18,15,16,1,824400e9,1,3600,(11)
19,2,6,4,67488e9,1,3600,()
20,2,10,2,886944e9,1,7200,(13,4,5)
21,15,6,1,813960e9,1,7200,()
22,2,3,3,186156e9,1,7200,(19)
23,24,13,4,8953920e9,1,7200,(19,4)
24,4,8,4,986304e9,1,7200,()
25,4,6,4,221376e9,1,7200,(14,15)
26,6,9,2,1550016e9,1,7200,(24)
27,6,12,3,4484736e9,1,7200,()
28,7,15,1,1076208e9,1,7200,()
29,8,14,4,1153344e9,1,7200,()
30,20,8,1,2932800e9,1,10800,(19,7)
31,14,3,2,1938552e9,1,10800,()
32,4,18,3,632256e9,1,10800,(19)
33,3,13,3,748008e9,1,10800,(17)
34,1,11,4,154248e9,1,10800,(22)
35,5,3,2,1595460e9,1,10800,()
36,1,3,2,80232e9,1,10800,(32,16)
37,23,14,3,2134032e9,1,10800,(33,26,27,29)
38,19,7,3,1546752e9,1,10800,()
39,21,10,3,2227680e9,1,10800,()
40,12,10,1,7514880e9,1,14400,()
41,9,8,4,1676592e9,1,14400,()
42,26,11,3,1337856e9,1,14400,(3)
43,6,7,2,1614528e9,1,14400,(40)
44,36,16,3,8006688e9,1,14400,()
45,5,3,3,399510e9,1,14400,()
46,7,16,2,3168312e9,1,14400,(22)
47,8,3,4,374208e9,1,14400,(30)
48,1,9,1,203598e9,1,14400,()
49,4,3,1,141744e9,1,14400,()
50,6,17,1,3065904e9,1,18000,(32,14)
51,7,3,4,949200e9,1,18000,(37)
52,25,13,4,14562000e9,1,18000,()
53,1,2,3,30420e9,1,18000,()
54,3,5,4,676224e9,1,18000,(26)
55,7,4,4,1052688e9,1,18000,(51)
56,10,13,3,1889040e9,1,18000,()
57,5,5,1,558850e9,1,18000,(0)
58,1,12,3,88584e9,1,18000,(42)
59,3,15,2,233640e9,1,18000,(19)
60,15,16,3,4256280e9,1,21600,(24,38)
61,8,6,4,2918400e9,1,21600,()
62,11,2,2,291192e9,1,21600,()
63,17,18,2,771936e9,1,21600,()
64,15,11,4,3435480e9,1,21600,(44)
65,2,5,3,429216e9,1,21600,()
66,8,17,4,1064448e9,1,21600,(56,61)
67,3,15,4,1661256e9,1,21600,(14,23)
68,4,12,4,544320e9,1,21600,(64,61)
69,18,13,2,6294672e9,1,21600,(54)
70,18,4,4,7298640e9,1,25200,(63)
71,16,18,2,1480704e9,1,25200,(19)
72,4,8,4,931392e9,1,25200,()
73,11,12,2,3162456e9,1,25200,(16,15)
74,9,14,2,4313088e9,1,25200,(56,38)
75,15,18,3,3198600e9,1,25200,(74,68)
76,11,12,1,470976e9,1,25200,(48)
77,4,2,4,66624e9,1,25200,(9)
78,1,8,1,82480e9,1,25200,(0,20)
79,15,3,1,613080e9,1,25200,(11)
80,13,14,2,2861352e9,1,28800,()
81,4,5,1,626800e9,1,28800,(80,43,79)
82,3,2,4,718560e9,1,28800,()
83,5,10,3,721080e9,1,28800,(1,78)
84,23,18,4,13443408e9,1,28800,(79)
85,10,11,3,1866240e9,1,28800,(22)
86,12,8,3,5033088e9,1,28800,()
87,10,18,3,334320e9,1,28800,(67)
88,1,13,3,292320e9,1,28800,()
89,1,12,3,118248e9,1,28800,()
90,24,3,2,3520800e9,1,32400,()
91,6,18,2,337824e9,1,32400,()
92,8,3,4,2532288e9,1,32400,()
93,10,7,3,2223840e9,1,32400,(69)
94,14,11,4,4585056e9,1,32400,()
95,1,9,3,504336e9,1,32400,()
96,3,15,4,174384e9,1,32400,()
97,10,6,2,769680e9,1,32400,(35)
98,6,17,3,177984e9,1,32400,(62,57,25)
99,4,3,1,396624e9,1,32400,()
100,8,4,1,1203712e9,1,36000,()
101,24,5,2,10525920e9,1,36000,()
102,5,9,2,2122320e9,1,36000,()
103,7,5,4,1537368e9,1,36000,(48,46)
104,7,15,3,1047816e9,1,36000,(41)
105,8,5,3,297600e9,1,36000,(100)
106,1,18,4,214104e9,1,36000,()
107,4,7,4,2272992e9,1,36000,()
108,15,18,2,3579480e9,1,36000,(77)
109,4,16,1,337152e9,1,36000,()
110,9,16,3,1696896e9,1,39600,()
111,7,3,1,331170e9,1,39600,()
112,17,16,4,2255832e9,1,39600,(57)
113,2,2,1,158080e9,1,39600,(98)
114,35,17,2,15508080e9,1,39600,(109)
115,13,10,2,3628872e9,1,39600,()
116,12,7,2,3148128e9,1,39600,(107)
117,13,2,3,4086576e9,1,39600,()
118,3,4,3,881640e9,1,39600,()
119,17,1,4,1673616e9,1,39600,()
120,12,11,1,822624e9,1,43200,()
121,15,3,2,995400e9,1,43200,(90)
122,16,1,4,555264e9,1,43200,(78)
123,4,13,3,97344e9,1,43200,()
124,11,5,1,1547590e9,1,43200,(49,66)
125,2,4,4,449280e9,1,43200,(85)
126,20,12,2,850080e9,1,43200,(115)
127,3,14,4,228168e9,1,43200,()
128,18,9,4,2754432e9,1,43200,()
129,4,7,1,576688e9,1,43200,()
130,6,7,1,555240e9,1,46800,(101)
131,18,6,4,4068144e9,1,46800,(16,71)
132,3,5,3,265752e9,1,46800,(23)
133,20,12,4,613920e9,1,46800,(57,113)
134,13,3,2,3932292e9,1,46800,(31)
135,7,16,1,3185112e9,1,46800,(45)
136,1,11,3,93768e9,1,46800,()
137,5,4,2,241120e9,1,46800,(53)
138,7,18,1,1270920e9,1,46800,(135,71)
139,22,16,3,5482224e9,1,46800,(3)
140,5,15,3,201480e9,1,50400,()
141,3,5,4,628920e9,1,50400,(117)
142,14,4,1,687344e9,1,50400,()
143,1,2,1,36448e9,1,50400,(7)
144,9,3,2,1586088e9,1,50400,(48)
145,32,2,3,2729856e9,1,50400,(123)
146,1,5,1,189460e9,1,50400,(135)
147,25,8,3,2869200e9,1,50400,(88,108,110)
148,4,15,1,247488e9,1,50400,()
149,2,5,2,824560e9,1,50400,()
150,12,8,2,7186752e9,1,54000,(33)
151,18,10,4,1780704e9,1,54000,()
152,20,14,1,3264960e9,1,54000,()
153,9,11,4,1835136e9,1,54000,()
154,12,15,2,820800e9,1,54000,()
155,31,4,3,9204024e9,1,54000,(137,82)
156,14,10,4,3818640e9,1,54000,(41,69)
157,1,6,1,61164e9,1,54000,(74)
158,11,8,2,313104e9,1,54000,()
159,2,12,1,310752e9,1,54000,()
160,5,17,1,2234040e9,1,57600,(41)
161,9,15,3,4129272e9,1,57600,()
162,1,8,2,306528e9,1,57600,(52,159)
163,24,2,2,2081664e9,1,57600,()
164,4,2,1,367760e9,1,57600,()
165,29,3,4,5114904e9,1,57600,(63)
166,22,7,2,4056096e9,1,57600,()
167,10,2,2,756000e9,1,57600,()
168,23,7,2,12253848e9,1,57600,(97,162,161)
169,6,10,4,288864e9,1,57600,()
170,5,17,3,771000e9,1,61200,()
171,17,17,3,4915176e9,1,61200,()
172,2,14,2,153168e9,1,61200,(94)
173,8,1,1,216912e9,1,61200,()
174,14,12,1,5792640e9,1,61200,()
175,4,9,4,275232e9,1,61200,()
176,1,8,2,283296e9,1,61200,()
177,11,18,4,606408e9,1,61200,()
178,32,16,3,1932288e9,1,61200,()
179,14,8,2,2037168e9,1,61200,()
180,7,1,3,292320e9,1,64800,()
181,4,16,2,828672e9,1,64800,(157,14)
182,3,13,3,521352e9,1,64800,(168)
183,19,8,4,14562816e9,1,64800,(101)
184,18,7,3,7800192e9,1,64800,()
185,2,17,4,806304e9,1,64800,(22,175)
186,2,6,2,281040e9,1,64800,()
187,3,18,2,899568e9,1,64800,()
188,8,18,4,4133952e9,1,64800,()
189,1,18,2,60432e9,1,64800,(0,150)
190,8,7,3,3809856e9,1,68400,(111)
191,7,5,4,2117640e9,1,68400,(154)
192,5,10,4,977400e9,1,68400,(147)
193,12,2,2,512736e9,1,68400,()
194,2,13,4,367056e9,1,68400,(123,52)
195,6,6,4,1815408e9,1,68400,(17,124)
