job_id,nodes,tasks-per-node,cpu-per-task,total_computation,priority,injection_time,dependency
0,9,14,1,652968e9,1,0,()
1,15,5,4,7127280e9,1,0,()
2,7,1,3,556122e9,1,0,(1)
3,7,2,1,103404e9,1,0,()
4,2,15,3,853344e9,1,0,(0,3)
5,17,10,4,3803784e9,1,0,()
6,18,6,2,7909056e9,1,0,()
7,8,5,1,649360e9,1,0,(5)
8,1,3,2,112116e9,1,0,()
9,8,12,4,756864e9,1,0,(8)
10,24,12,4,11355840e9,1,3600,(5)
11,1,14,4,310104e9,1,3600,(3,5)
12,12,1,1,180048e9,1,3600,(1)
13,9,5,1,119970e9,1,3600,(3)
14,7,18,2,3555888e9,1,3600,(4,7)
15,10,15,3,2307840e9,1,3600,()
16,14,7,1,1337308e9,1,3600,()
17,10,17,4,3240480e9,1,3600,()
18,28,4,3,3971520e9,1,3600,(13,15)
19,7,16,2,1487304e9,1,3600,(2)
20,18,1,3,1648512e9,1,7200,()
21,25,2,1,890500e9,1,7200,(11)
22,12,10,2,2220192e9,1,7200,()
23,6,15,4,1434240e9,1,7200,()
24,21,5,2,3475080e9,1,7200,()
25,5,13,3,725280e9,1,7200,()
26,6,1,4,645984e9,1,7200,(4)
27,18,8,2,2767824e9,1,7200,()
28,12,1,1,769944e9,1,7200,(9)
29,4,13,4,740448e9,1,7200,()
30,3,17,3,1271088e9,1,10800,()
31,3,9,1,62154e9,1,10800,(24,18)
32,13,14,1,633984e9,1,10800,()
33,28,1,2,808528e9,1,10800,(30)
34,14,17,4,1866144e9,1,10800,()
35,28,11,3,9577344e9,1,10800,(10,15)
36,8,6,3,1132992e9,1,10800,(25,12)
37,12,16,4,2167200e9,1,10800,()
38,1,6,1,86988e9,1,10800,(36)
39,22,3,3,2951388e9,1,10800,()
40,5,4,2,689360e9,1,14400,()
41,21,4,4,11274480e9,1,14400,(38)
42,17,10,2,1258272e9,1,14400,(25,41)
43,12,18,3,4632480e9,1,14400,(32,13)
44,4,9,1,1314216e9,1,14400,(19)
45,8,5,3,1045440e9,1,14400,(17)
46,12,4,2,857856e9,1,14400,()
47,15,11,1,1431870e9,1,14400,(38)
48,6,11,2,1373904e9,1,14400,(44)
49,11,4,3,1896312e9,1,14400,()
50,5,12,3,1557480e9,1,18000,(26,37)
51,9,2,2,1273032e9,1,18000,()
52,22,4,1,735152e9,1,18000,()
53,3,3,3,763560e9,1,18000,(21)
54,5,6,3,886560e9,1,18000,()
55,11,18,1,3242184e9,1,18000,()
56,6,12,3,3093552e9,1,18000,()
57,12,15,4,287712e9,1,18000,(15,23)
58,3,1,1,159864e9,1,18000,(40)
59,26,4,1,1118832e9,1,18000,(9)
60,27,7,1,3317328e9,1,21600,(3)
61,10,8,1,802560e9,1,21600,()
62,5,14,1,531720e9,1,21600,()
63,25,1,1,354550e9,1,21600,(46)
64,2,3,3,946404e9,1,21600,(46)
65,14,5,1,672140e9,1,21600,()
66,6,1,4,111936e9,1,21600,(64)
67,2,5,2,310280e9,1,21600,(10)
68,16,17,2,2976000e9,1,21600,(10)
69,6,14,3,542448e9,1,21600,(43)
70,4,15,2,651552e9,1,25200,(59,68)
71,5,4,2,1054080e9,1,25200,(35,22)
72,14,12,1,565152e9,1,25200,()
73,17,11,3,4186488e9,1,25200,(42)
74,6,2,2,329376e9,1,25200,()
75,3,7,4,319464e9,1,25200,()
76,14,5,2,3325000e9,1,25200,()
77,22,8,1,3583360e9,1,25200,()
78,15,14,4,2998800e9,1,25200,()
79,23,8,2,1410912e9,1,25200,(33)
80,12,15,3,600480e9,1,28800,(37)
81,2,2,2,272224e9,1,28800,()
82,18,3,4,1248048e9,1,28800,()
83,6,7,3,4249872e9,1,28800,()
84,2,7,2,96672e9,1,28800,()
85,2,10,4,142128e9,1,28800,()
86,20,6,3,11383200e9,1,28800,(42,20,13)
87,2,15,4,75840e9,1,28800,(5)
88,4,7,4,1432224e9,1,28800,()
89,10,6,2,1189440e9,1,28800,()
90,1,9,3,125712e9,1,32400,(42,67)
91,17,4,4,1265208e9,1,32400,(63)
92,9,15,3,1043496e9,1,32400,()
93,17,4,2,1593376e9,1,32400,(54,70,62)
94,10,1,1,186460e9,1,32400,()
95,4,13,4,606336e9,1,32400,(9)
96,7,12,1,1113672e9,1,32400,(55)
97,1,10,3,56880e9,1,32400,()
98,16,18,1,4513920e9,1,32400,(40)
99,11,11,2,617496e9,1,32400,(56)
