job_id,nodes,tasks-per-node,cpu-per-task,total_computation,priority,injection_time,dependency
0,8,8,4,5783808e9,1,0,()
1,9,18,2,3160728e9,1,0,(0)
2,7,2,1,299432e9,1,0,()
3,9,5,3,1929096e9,1,0,(2)
4,3,18,1,1306296e9,1,0,()
5,8,13,2,591552e9,1,0,()
6,3,4,3,1164384e9,1,0,()
7,7,10,2,604296e9,1,0,()
8,8,8,2,3030720e9,1,0,()
9,2,5,4,305280e9,1,0,()
10,4,13,2,1070496e9,1,3600,(0)
11,31,12,2,804264e9,1,3600,()
12,7,15,4,759192e9,1,3600,(2,10,3)
13,3,15,1,1160568e9,1,3600,(0,4)
14,7,6,2,4112808e9,1,3600,(8,7)
15,5,12,1,530280e9,1,3600,(0)
16,11,3,4,1125696e9,1,3600,(9)
17,5,4,1,608840e9,1,3600,()
18,24,4,3,749376e9,1,3600,(14)
19,2,16,2,729120e9,1,3600,(17,18,12)
20,12,4,2,4400064e9,1,7200,(9,5)
21,8,3,2,624960e9,1,7200,(7)
22,16,17,3,5187456e9,1,7200,()
23,7,8,1,2365552e9,1,7200,()
24,13,6,2,6205680e9,1,7200,(19)
25,5,7,3,606840e9,1,7200,()
26,11,17,1,7497072e9,1,7200,()
27,11,10,3,2168760e9,1,7200,()
28,18,18,4,2545344e9,1,7200,()
29,14,1,1,354088e9,1,7200,()
30,7,18,4,2858520e9,1,10800,()
31,18,3,4,1796688e9,1,10800,()
32,17,7,2,5116728e9,1,10800,(0)
33,30,2,2,4759680e9,1,10800,(25)
34,5,2,3,1280400e9,1,10800,()
35,24,1,3,535104e9,1,10800,()
36,17,16,3,2760528e9,1,10800,()
37,5,14,1,117840e9,1,10800,(24)
38,8,15,2,1099008e9,1,10800,(10,15,31)
39,11,18,4,1178232e9,1,10800,(13)
40,15,16,3,4372920e9,1,14400,(33)
41,9,13,3,1169640e9,1,14400,()
42,4,13,1,2749728e9,1,14400,(14)
43,7,16,4,2192736e9,1,14400,(35)
44,17,18,1,4602240e9,1,14400,()
45,6,2,4,510336e9,1,14400,()
46,4,5,4,822048e9,1,14400,()
47,20,9,2,11463840e9,1,14400,()
48,4,15,4,531168e9,1,14400,()
49,24,4,1,2715456e9,1,14400,()
50,10,12,4,3119520e9,1,18000,()
51,7,7,3,811944e9,1,18000,()
52,4,2,4,327872e9,1,18000,(48)
53,10,8,2,2242080e9,1,18000,(15)
54,13,5,4,1474824e9,1,18000,(28)
