job_id,nodes,tasks-per-node,cpu-per-task,total_computation,priority,injection_time,dependency
0,36,9,4,5702400e9,1,0,()
1,12,13,1,976320e9,1,0,()
2,1,10,2,196872e9,1,0,()
3,11,14,2,2418504e9,1,0,(0,2)
4,3,10,1,206700e9,1,0,()
5,12,5,4,4107456e9,1,0,()
6,5,14,3,2560200e9,1,0,()
7,11,4,3,7545120e9,1,0,(4)
8,3,5,3,431640e9,1,0,(7)
9,6,13,1,1801584e9,1,0,(0)
10,3,4,4,517248e9,1,3600,(4)
11,20,16,2,5592480e9,1,3600,()
12,20,17,3,1198080e9,1,3600,(0,7)
13,11,5,2,2550020e9,1,3600,(7)
14,3,6,2,645624e9,1,3600,(0,10)
15,13,6,2,1765920e9,1,3600,(5)
16,1,12,3,103344e9,1,3600,()
17,1,8,1,102272e9,1,3600,()
18,7,3,1,744282e9,1,3600,(2)
19,17,13,3,4605912e9,1,3600,(1,6,17)
20,18,17,3,9293184e9,1,7200,()
21,2,13,3,453504e9,1,7200,()
22,3,15,4,1218096e9,1,7200,()
23,3,4,1,102576e9,1,7200,()
24,3,17,3,577512e9,1,7200,(17)
25,22,3,3,9269964e9,1,7200,(4,14)
26,23,1,4,1679552e9,1,7200,(22)
27,18,1,1,179604e9,1,7200,(19)
28,5,11,2,1363320e9,1,7200,(21)
29,6,1,1,145344e9,1,7200,(10,20)
30,8,3,4,1284096e9,1,10800,()
31,6,14,4,3370176e9,1,10800,(8)
32,3,7,1,367290e9,1,10800,()
33,10,2,1,115640e9,1,10800,()
34,11,2,2,727936e9,1,10800,()
35,10,15,2,3300240e9,1,10800,(15)
36,3,13,2,855936e9,1,10800,()
37,15,15,4,456120e9,1,10800,(11)
38,5,16,3,1661520e9,1,10800,(4)
39,11,6,1,1487376e9,1,10800,(20)
40,3,18,1,1909944e9,1,14400,()
41,7,12,2,2755032e9,1,14400,()
42,3,2,1,81312e9,1,14400,()
43,14,3,2,575568e9,1,14400,()
44,16,6,4,3935616e9,1,14400,()
45,1,7,1,170268e9,1,14400,(7)
46,8,10,3,434304e9,1,14400,(21)
47,8,12,3,3194688e9,1,14400,()
48,12,13,4,4743648e9,1,14400,()
49,17,5,2,5608640e9,1,14400,()
50,5,10,1,596700e9,1,18000,(6)
51,2,17,2,401952e9,1,18000,()
52,11,7,1,1482558e9,1,18000,()
53,4,9,3,1050336e9,1,18000,(16,34,52)
54,15,6,2,9151560e9,1,18000,(32)
55,10,7,3,2449200e9,1,18000,()
56,15,13,3,682560e9,1,18000,(33)
57,18,5,3,1270512e9,1,18000,()
58,22,15,3,3039168e9,1,18000,()
59,13,17,2,324792e9,1,18000,(23)
60,22,6,4,4512288e9,1,21600,(55)
61,5,17,4,471360e9,1,21600,()
62,10,10,3,5166000e9,1,21600,()
63,1,17,3,170784e9,1,21600,()
64,26,10,2,621504e9,1,21600,(32)
65,3,2,1,195024e9,1,21600,()
66,4,8,1,1275200e9,1,21600,()
67,6,4,4,176112e9,1,21600,(1)
68,4,8,1,1250304e9,1,21600,()
69,7,10,4,2183160e9,1,21600,()
70,4,16,3,2072160e9,1,25200,(30)
71,6,2,2,492528e9,1,25200,()
72,19,9,3,5853216e9,1,25200,()
73,5,2,4,1295120e9,1,25200,()
74,2,1,2,57696e9,1,25200,()
75,14,2,3,2105880e9,1,25200,()
76,4,16,1,774720e9,1,25200,()
77,3,3,2,701928e9,1,25200,()
78,11,17,4,6644088e9,1,25200,(64)
79,5,18,1,1461720e9,1,25200,()
80,4,12,3,1427520e9,1,28800,(77)
81,4,17,2,733248e9,1,28800,(18,71)
82,13,4,1,2297568e9,1,28800,()
83,5,9,1,3285630e9,1,28800,()
84,11,5,3,4141632e9,1,28800,()
85,9,1,1,81378e9,1,28800,(27,4)
86,7,18,4,5712000e9,1,28800,()
87,11,16,3,690888e9,1,28800,(41,67)
88,6,3,2,639936e9,1,28800,()
89,18,3,4,7826112e9,1,28800,(45)
90,10,9,4,3275280e9,1,32400,()
91,15,1,2,323580e9,1,32400,(14)
92,17,18,3,2697288e9,1,32400,(62)
93,25,16,1,8919000e9,1,32400,()
94,1,10,4,181200e9,1,32400,()
95,17,3,4,11251416e9,1,32400,()
96,8,2,2,1875136e9,1,32400,(39)
97,12,12,1,7453440e9,1,32400,(35,12)
98,8,18,2,2081856e9,1,32400,(56)
99,19,5,2,2964380e9,1,32400,(27)
100,16,6,2,8815488e9,1,36000,()
101,1,4,1,120024e9,1,36000,(6)
102,7,5,3,224616e9,1,36000,()
103,7,17,4,4136328e9,1,36000,()
104,3,8,3,687960e9,1,36000,()
105,17,14,4,10044552e9,1,36000,(61,30)
106,3,4,4,545688e9,1,36000,(52,79)
107,16,11,1,848672e9,1,36000,()
108,7,13,2,427728e9,1,36000,()
109,7,16,4,4251912e9,1,36000,(28)
