job_id,nodes,tasks-per-node,cpu-per-task,total_computation,priority,injection_time,dependency
0,2,10,3,150192e9,1,0,()
1,2,5,4,388944e9,1,0,()
2,12,16,4,9180288e9,1,0,()
3,6,4,2,223776e9,1,0,(1)
4,1,2,4,219536e9,1,0,()
5,5,7,1,511770e9,1,0,()
6,15,1,2,435240e9,1,0,(3)
7,5,15,3,757680e9,1,0,()
8,20,1,2,769840e9,1,0,(6)
9,15,17,1,2409480e9,1,0,()
10,7,4,1,704648e9,1,3600,(6)
11,10,4,4,2793120e9,1,3600,(9,3)
12,14,2,2,1977248e9,1,3600,()
13,20,2,3,1040160e9,1,3600,()
14,12,18,4,6333408e9,1,3600,()
15,18,4,1,1702512e9,1,3600,(14)
16,16,1,3,1549344e9,1,3600,(8,12,6)
17,13,3,2,2195388e9,1,3600,()
18,9,12,1,3231792e9,1,3600,()
19,15,15,3,6796440e9,1,3600,()
20,10,15,3,4020240e9,1,7200,(18,14)
21,1,8,1,126704e9,1,7200,()
22,1,14,2,406344e9,1,7200,(2)
23,6,17,1,693936e9,1,7200,()
24,24,2,2,3937920e9,1,7200,(16,22,6)
25,2,17,1,1292784e9,1,7200,()
26,2,12,1,683376e9,1,7200,()
27,6,14,2,139680e9,1,7200,()
28,15,14,2,5064840e9,1,7200,()
29,2,5,1,359420e9,1,7200,()
30,4,15,3,1501248e9,1,10800,(16,5)
31,34,12,2,20319216e9,1,10800,(13)
32,3,10,4,368928e9,1,10800,(9,10,29)
33,5,4,4,2224920e9,1,10800,(29,5)
34,3,2,3,656820e9,1,10800,(14)
35,4,6,2,1413792e9,1,10800,(5)
36,16,11,1,706816e9,1,10800,()
37,5,16,3,1662840e9,1,10800,()
38,9,11,1,4204332e9,1,10800,()
39,10,1,2,144280e9,1,10800,()
40,12,17,2,1933344e9,1,14400,()
41,4,7,4,931488e9,1,14400,()
42,6,1,3,144108e9,1,14400,(39)
43,31,9,1,4923792e9,1,14400,(30)
44,12,14,4,2174688e9,1,14400,(21)
45,1,5,2,51740e9,1,14400,(35,31)
46,1,4,2,122688e9,1,14400,(25)
47,8,15,2,1376832e9,1,14400,(16)
48,1,15,4,32952e9,1,14400,()
49,16,13,2,2168448e9,1,14400,()
50,3,9,2,452376e9,1,18000,(34)
51,4,9,4,2254560e9,1,18000,(49,23)
52,5,14,1,557640e9,1,18000,(13)
53,7,13,3,1113000e9,1,18000,()
54,5,7,4,1820520e9,1,18000,(14,7)
55,19,5,3,2007768e9,1,18000,(39)
56,6,10,4,2416896e9,1,18000,()
57,13,13,3,5014464e9,1,18000,()
58,14,5,1,2357180e9,1,18000,(28,22)
59,19,6,2,7651680e9,1,18000,()
60,9,8,1,1264896e9,1,21600,(52,44)
61,17,15,2,3834384e9,1,21600,()
62,1,10,3,500784e9,1,21600,(9,1)
63,2,7,2,150480e9,1,21600,(43,61)
64,4,11,1,1995224e9,1,21600,(25,47)
65,13,18,1,5650320e9,1,21600,(35,51)
66,21,9,2,6292944e9,1,21600,(19,62)
67,11,15,1,4955280e9,1,21600,(40)
68,5,15,1,275160e9,1,21600,(3)
69,17,8,1,1319472e9,1,21600,()
70,8,15,4,1740672e9,1,25200,()
71,4,15,3,915552e9,1,25200,()
72,26,14,2,2856672e9,1,25200,()
73,14,11,3,753984e9,1,25200,(7)
74,1,15,4,618168e9,1,25200,()
75,13,4,4,2236104e9,1,25200,(70)
76,22,5,3,1804176e9,1,25200,(45)
77,21,14,2,1387512e9,1,25200,()
78,18,17,2,3552768e9,1,25200,(16)
79,6,3,3,560952e9,1,25200,()
80,27,18,4,3146688e9,1,28800,()
81,29,6,1,7161840e9,1,28800,()
82,7,9,1,304290e9,1,28800,(77)
83,1,15,1,194568e9,1,28800,()
84,9,5,2,2145780e9,1,28800,()
85,7,18,3,1445304e9,1,28800,(26)
86,24,8,3,963648e9,1,28800,(72)
87,9,12,4,481896e9,1,28800,()
88,13,17,4,534456e9,1,28800,(45)
89,2,9,4,1016928e9,1,28800,()
90,9,3,1,1093176e9,1,32400,()
91,8,18,1,5673600e9,1,32400,(33,9)
92,22,17,2,9800208e9,1,32400,()
93,13,17,3,5035992e9,1,32400,()
94,14,4,1,595056e9,1,32400,()
95,23,12,4,1849752e9,1,32400,(70)
96,2,4,1,404656e9,1,32400,()
97,5,6,2,1032720e9,1,32400,(92)
98,26,12,2,6842784e9,1,32400,()
99,13,5,1,2558660e9,1,32400,()
100,10,10,1,4433200e9,1,36000,()
101,24,2,1,261888e9,1,36000,(48)
102,16,3,1,371136e9,1,36000,()
103,13,15,3,3734952e9,1,36000,()
104,20,15,2,3377280e9,1,36000,(66)
105,21,2,3,4604040e9,1,36000,(24)
106,10,9,2,3006960e9,1,36000,(38)
107,3,10,4,456696e9,1,36000,()
