job_id,nodes,tasks-per-node,cpu-per-task,total_computation,priority,injection_time,dependency
0,13,9,3,3442296e9,1,0,()
1,6,15,3,964944e9,1,0,()
2,14,17,2,1161216e9,1,0,(0,1)
3,3,14,3,772560e9,1,0,(1,2)
4,15,17,2,10707840e9,1,0,(1)
5,6,16,4,452304e9,1,0,(1)
6,20,15,2,1789920e9,1,0,()
7,6,10,3,1990512e9,1,0,()
8,7,6,2,1399944e9,1,0,(3)
9,10,10,1,1890400e9,1,0,()
10,9,2,2,189144e9,1,3600,()
11,5,14,3,1507080e9,1,3600,(10,5)
12,28,10,1,2200240e9,1,3600,(9,2)
13,24,1,1,1223568e9,1,3600,()
14,33,6,3,3140280e9,1,3600,()
15,7,15,3,2345616e9,1,3600,()
16,6,18,1,925200e9,1,3600,(7)
17,3,5,2,447660e9,1,3600,()
18,4,14,4,919968e9,1,3600,(15)
19,6,6,2,2884464e9,1,3600,()
20,28,15,3,8501472e9,1,7200,()
21,12,7,3,2411712e9,1,7200,()
22,2,14,3,540720e9,1,7200,()
23,29,7,1,528612e9,1,7200,()
24,10,8,2,1988880e9,1,7200,(0,22)
25,5,18,4,378960e9,1,7200,()
26,4,11,3,155712e9,1,7200,(19,13,15)
27,12,18,1,6907104e9,1,7200,(10)
28,11,11,2,1746360e9,1,7200,(8,16,6)
29,3,5,4,591624e9,1,7200,(15)
30,29,2,4,1132624e9,1,10800,()
31,4,18,3,192096e9,1,10800,(30)
32,8,4,1,321920e9,1,10800,()
33,3,6,2,1290240e9,1,10800,()
34,4,17,2,1855008e9,1,10800,(24)
35,7,8,2,1864632e9,1,10800,()
36,11,6,1,918720e9,1,10800,(24)
37,12,6,1,523728e9,1,10800,(14)
38,3,4,3,396648e9,1,10800,()
39,19,14,2,3507552e9,1,10800,(34)
40,22,7,1,1402016e9,1,14400,(4)
41,3,13,2,1405440e9,1,14400,(12)
42,3,4,2,117360e9,1,14400,()
43,2,4,1,370832e9,1,14400,(26)
44,21,7,4,2970576e9,1,14400,()
45,2,15,2,588672e9,1,14400,()
46,16,14,3,785280e9,1,14400,(42,18)
47,17,18,3,6236280e9,1,14400,(18,15)
48,6,11,1,427284e9,1,14400,(12)
49,16,1,3,1140768e9,1,14400,()
50,1,2,2,130224e9,1,18000,(30)
51,3,7,1,355950e9,1,18000,(29)
52,16,5,2,1247680e9,1,18000,()
53,5,6,4,1491960e9,1,18000,(37)
54,1,15,3,275184e9,1,18000,()
55,20,18,2,3728640e9,1,18000,(49)
56,10,11,1,4035020e9,1,18000,()
57,2,4,2,306016e9,1,18000,(7)
58,7,13,1,1068816e9,1,18000,()
59,8,1,2,122592e9,1,18000,(57)
60,2,11,1,687940e9,1,21600,()
61,2,7,2,429600e9,1,21600,(7)
62,17,16,2,2822136e9,1,21600,()
63,14,7,3,2450784e9,1,21600,()
64,2,1,1,61044e9,1,21600,(25)
65,14,18,3,2965536e9,1,21600,()
66,1,13,2,82752e9,1,21600,(0,36)
67,2,17,1,233712e9,1,21600,()
68,7,6,1,654612e9,1,21600,(32,34)
69,3,1,3,300402e9,1,21600,(4)
70,8,16,1,3669312e9,1,25200,(34)
71,8,15,2,3411648e9,1,25200,()
72,1,10,1,391400e9,1,25200,()
73,4,11,2,481824e9,1,25200,()
74,8,16,3,3039744e9,1,25200,(73)
75,6,9,3,2437920e9,1,25200,(10)
76,24,15,4,4165056e9,1,25200,()
77,3,6,4,476208e9,1,25200,(21,31)
78,3,17,3,798912e9,1,25200,(56)
79,2,7,2,1446720e9,1,25200,()
