job_id,nodes,tasks-per-node,cpu-per-task,total_computation,priority,injection_time,dependency
0,5,12,1,727320e9,1,0,()
1,13,4,2,990704e9,1,0,(0)
2,1,16,4,366648e9,1,0,()
3,12,14,4,3045312e9,1,0,()
4,1,2,3,155220e9,1,0,()
5,12,3,2,1206288e9,1,0,()
6,10,10,1,2802400e9,1,0,(0)
7,4,8,2,885504e9,1,0,()
8,13,4,3,5856240e9,1,0,()
9,2,15,2,551568e9,1,0,(5)
10,1,14,2,524304e9,1,3600,()
11,15,17,1,4887360e9,1,3600,(7)
12,11,6,4,998448e9,1,3600,(1)
13,8,2,2,885952e9,1,3600,(9)
14,9,12,2,228096e9,1,3600,(13)
15,13,13,2,7400640e9,1,3600,()
16,13,13,4,1758744e9,1,3600,()
17,14,7,2,1522416e9,1,3600,(15)
18,4,17,2,631488e9,1,3600,()
19,17,1,4,2243456e9,1,3600,()
20,11,2,3,213048e9,1,7200,()
21,13,8,3,5200728e9,1,7200,(20)
22,15,14,4,1054080e9,1,7200,()
23,8,3,4,4783872e9,1,7200,(17,19)
24,4,10,4,812640e9,1,7200,()
25,14,13,3,2589552e9,1,7200,(20)
26,11,11,3,1638648e9,1,7200,(16)
27,3,10,1,1950840e9,1,7200,()
28,26,12,2,9162192e9,1,7200,(11,20)
29,4,15,1,1337856e9,1,7200,()
30,6,8,1,1038624e9,1,10800,(25)
31,2,15,4,591936e9,1,10800,()
32,5,10,4,1148760e9,1,10800,()
33,25,9,4,1705800e9,1,10800,()
34,28,8,1,5723200e9,1,10800,()
35,23,17,1,5136360e9,1,10800,(24,9,7)
36,15,12,2,6080400e9,1,10800,()
37,6,16,3,1095120e9,1,10800,()
38,20,13,2,1876320e9,1,10800,(27,4)
39,12,2,2,902400e9,1,10800,(18)
40,2,13,2,205920e9,1,14400,()
41,1,2,2,21688e9,1,14400,()
42,5,8,2,1375680e9,1,14400,()
43,10,18,4,554160e9,1,14400,(10)
44,13,13,2,5485584e9,1,14400,(4)
45,21,17,2,6308568e9,1,14400,(8,1)
46,15,4,4,3765960e9,1,14400,(42)
47,18,3,2,2521152e9,1,14400,(29)
48,7,13,3,851424e9,1,14400,(41)
49,2,17,2,1018416e9,1,14400,(2,28)
50,1,10,4,548520e9,1,18000,(24,44)
51,8,12,2,5175360e9,1,18000,()
52,16,9,2,2881152e9,1,18000,(12)
53,1,11,2,118512e9,1,18000,(34)
54,25,3,1,312450e9,1,18000,()
55,11,8,2,3140016e9,1,18000,(35)
56,10,15,2,3050160e9,1,18000,(32)
57,20,4,2,11589440e9,1,18000,()
58,6,15,1,2306592e9,1,18000,()
59,7,17,2,1465800e9,1,18000,(52)
60,5,7,2,1362600e9,1,21600,()
61,7,2,1,237384e9,1,21600,(8)
62,25,12,2,7614600e9,1,21600,(5)
63,1,11,2,334464e9,1,21600,(16)
64,1,11,3,231216e9,1,21600,()
65,12,9,1,1305720e9,1,21600,()
66,9,17,3,2433456e9,1,21600,()
67,15,12,4,3676680e9,1,21600,(13)
68,16,5,1,3037920e9,1,21600,(47)
69,1,4,3,534336e9,1,21600,()
70,22,18,2,8453808e9,1,25200,(60)
71,12,18,4,2276352e9,1,25200,()
72,11,18,1,1000824e9,1,25200,(67,59)
73,9,7,3,2095632e9,1,25200,()
74,15,12,4,1548360e9,1,25200,(64)
75,4,17,3,490560e9,1,25200,()
76,5,15,2,2336280e9,1,25200,()
77,7,18,3,1514856e9,1,25200,()
78,5,12,2,1780080e9,1,25200,(29)
79,4,1,4,452928e9,1,25200,(25,71)
80,5,18,2,173520e9,1,28800,()
81,1,14,2,116928e9,1,28800,(63)
82,12,4,2,3287616e9,1,28800,(77,20,69,54)
83,6,5,4,709488e9,1,28800,()
84,16,9,3,10722816e9,1,28800,(45)
85,24,14,4,2185920e9,1,28800,(80)
86,6,6,4,133056e9,1,28800,()
87,38,7,3,6694992e9,1,28800,(58)
88,1,7,4,646992e9,1,28800,()
89,8,6,4,1783296e9,1,28800,(20)
90,11,12,3,2224200e9,1,32400,()
91,24,1,4,2842368e9,1,32400,()
92,19,11,4,6616560e9,1,32400,()
93,1,2,3,219684e9,1,32400,(3,43)
94,12,7,4,3020544e9,1,32400,()
95,9,3,2,3480084e9,1,32400,()
96,21,16,2,15813504e9,1,32400,(84)
97,3,8,3,1284048e9,1,32400,(84,29)
98,19,3,3,2869722e9,1,32400,()
99,4,17,2,1189152e9,1,32400,()
100,6,17,3,248400e9,1,36000,()
101,1,14,4,412080e9,1,36000,()
102,10,15,2,1889280e9,1,36000,(63)
103,4,2,4,1939328e9,1,36000,(52)
104,4,17,2,489120e9,1,36000,()
105,11,3,4,948552e9,1,36000,()
106,23,10,3,8049816e9,1,36000,()
107,12,6,3,6766272e9,1,36000,(24,5)
108,5,6,2,2932440e9,1,36000,(88,42)
109,14,12,2,3358320e9,1,36000,()
110,2,17,3,479328e9,1,39600,()
111,18,18,4,6478704e9,1,39600,()
112,2,14,4,182160e9,1,39600,()
113,2,15,2,1054416e9,1,39600,()
114,8,17,4,660864e9,1,39600,()
115,2,6,4,212784e9,1,39600,()
116,19,17,3,6828144e9,1,39600,()
117,6,10,3,543744e9,1,39600,()
118,14,10,4,335328e9,1,39600,(37)
119,26,3,2,8724768e9,1,39600,(88,113)
120,14,8,4,4606560e9,1,43200,()
121,5,2,3,308400e9,1,43200,(98)
122,5,6,1,596520e9,1,43200,()
123,20,2,3,633840e9,1,43200,(67)
124,11,6,3,3304224e9,1,43200,()
125,24,13,1,5904576e9,1,43200,(14)
126,14,12,3,3052896e9,1,43200,(24,117)
127,9,5,4,513000e9,1,43200,()
128,18,8,1,7277760e9,1,43200,()
129,3,13,3,1202976e9,1,43200,()
130,22,4,3,4149552e9,1,46800,(52,70)
131,25,10,3,11272200e9,1,46800,(122,14)
132,20,9,3,3831840e9,1,46800,(120,29)
