job_id,nodes,tasks-per-node,cpu-per-task,total_computation,priority,injection_time,dependency
0,23,11,4,2434320e9,1,0,()
1,10,3,1,424260e9,1,0,()
2,4,4,3,1710240e9,1,0,(0,1)
3,6,11,4,2622240e9,1,0,()
4,11,15,4,1937760e9,1,0,()
5,3,8,1,291936e9,1,0,(2)
6,3,18,2,285768e9,1,0,()
7,2,15,1,831120e9,1,0,()
8,22,12,4,3390288e9,1,0,(1,2)
9,6,7,4,329472e9,1,0,()
10,6,11,1,1988052e9,1,3600,(7)
11,9,5,4,1496664e9,1,3600,(10,5)
12,14,2,4,5382048e9,1,3600,()
13,5,4,4,3122280e9,1,3600,()
14,3,13,3,1732392e9,1,3600,(1,6,9)
15,12,7,1,934584e9,1,3600,(11)
16,2,6,4,384336e9,1,3600,()
17,8,6,1,395040e9,1,3600,()
18,10,7,2,1308720e9,1,3600,(16)
19,5,1,2,381920e9,1,3600,()
20,7,6,1,1088472e9,1,7200,(17)
21,16,15,3,1452672e9,1,7200,()
22,29,11,4,6684384e9,1,7200,(12)
23,7,7,4,4089120e9,1,7200,()
24,24,14,1,5751936e9,1,7200,(23)
25,2,16,4,229536e9,1,7200,(5)
26,1,2,3,125100e9,1,7200,()
27,5,9,4,2241840e9,1,7200,(12)
28,5,12,3,1196040e9,1,7200,()
29,5,11,4,1268640e9,1,7200,()
30,3,2,4,501984e9,1,10800,()
31,2,13,1,80640e9,1,10800,()
32,7,18,2,3018624e9,1,10800,()
33,13,9,2,4841928e9,1,10800,(1,31)
34,18,14,2,6269616e9,1,10800,(26)
35,33,6,2,14955336e9,1,10800,()
36,15,10,3,4953240e9,1,10800,(20)
37,5,6,1,1444620e9,1,10800,()
38,19,4,1,526984e9,1,10800,(21)
39,3,6,1,354708e9,1,10800,()
40,15,13,4,11418480e9,1,14400,(5)
41,20,5,1,1232800e9,1,14400,()
42,11,13,3,382800e9,1,14400,(16,18)
43,26,13,1,16498560e9,1,14400,()
44,2,17,2,577968e9,1,14400,()
45,14,15,3,636384e9,1,14400,(24)
46,15,17,1,2124720e9,1,14400,(17)
47,4,8,3,156288e9,1,14400,()
48,11,9,2,1565520e9,1,14400,()
49,7,18,4,1778952e9,1,14400,(27)
50,2,15,1,919728e9,1,18000,()
51,1,11,1,29458e9,1,18000,()
52,18,14,3,8912160e9,1,18000,()
53,12,12,4,4102272e9,1,18000,()
54,4,7,3,675744e9,1,18000,(4,22)
55,1,10,4,322488e9,1,18000,(4)
56,11,5,2,1251360e9,1,18000,()
57,20,8,4,8714400e9,1,18000,()
58,11,14,4,2930400e9,1,18000,()
59,8,9,3,795456e9,1,18000,()
60,4,5,4,951456e9,1,21600,()
61,4,1,3,480192e9,1,21600,(28)
62,11,16,2,3045240e9,1,21600,()
63,5,3,1,580170e9,1,21600,()
64,36,4,2,987840e9,1,21600,(2)
65,4,15,4,629568e9,1,21600,()
66,17,13,3,1611192e9,1,21600,()
67,2,12,2,393456e9,1,21600,(24,5)
68,4,4,2,1288960e9,1,21600,(36)
69,17,2,1,462876e9,1,21600,()
70,4,15,4,461376e9,1,25200,()
71,6,4,1,850560e9,1,25200,(10)
72,15,10,4,2083680e9,1,25200,(44,54)
73,7,10,3,528192e9,1,25200,()
74,12,6,4,456480e9,1,25200,()
75,13,11,2,4057872e9,1,25200,(73)
76,6,7,4,697824e9,1,25200,(10)
77,30,17,1,6851520e9,1,25200,()
78,7,11,3,2362080e9,1,25200,(9)
79,14,18,4,6812736e9,1,25200,(61)
80,6,13,2,451728e9,1,28800,()
81,5,4,4,2108640e9,1,28800,()
82,1,7,1,163814e9,1,28800,()
83,19,13,2,8811288e9,1,28800,()
84,5,9,4,363000e9,1,28800,()
85,7,10,4,2218272e9,1,28800,()
86,4,10,2,1996608e9,1,28800,()
87,29,4,4,1148400e9,1,28800,(52)
88,9,17,4,689688e9,1,28800,(72)
89,6,14,4,4242528e9,1,28800,(0,30,23)
90,3,8,2,950688e9,1,32400,()
91,21,11,3,1983240e9,1,32400,()
92,3,12,4,122256e9,1,32400,(55)
93,4,9,4,456576e9,1,32400,()
94,6,6,4,2548656e9,1,32400,()
95,8,8,3,5176704e9,1,32400,()
96,10,14,1,2488320e9,1,32400,()
97,20,10,4,2276160e9,1,32400,()
98,15,5,2,789300e9,1,32400,()
99,1,5,2,62780e9,1,32400,()
100,2,18,1,572544e9,1,36000,()
101,6,16,4,1328832e9,1,36000,(78)
102,8,2,3,1511712e9,1,36000,()
103,9,7,3,2311848e9,1,36000,(39)
104,19,5,1,3545400e9,1,36000,(80)
105,3,9,1,447606e9,1,36000,(18,47)
106,22,16,4,4662768e9,1,36000,(65)
107,19,9,2,8773896e9,1,36000,(72,41,54)
108,2,8,2,894960e9,1,36000,(89,36)
109,11,5,4,1133880e9,1,36000,()
110,5,2,3,545520e9,1,39600,(25)
111,12,5,4,1825920e9,1,39600,(97,20)
112,10,1,1,88520e9,1,39600,(59,44)
113,12,13,2,2446272e9,1,39600,()
114,7,4,2,2245824e9,1,39600,(56,65,75)
115,29,11,2,7736040e9,1,39600,()
116,11,17,2,3164040e9,1,39600,()
117,3,13,4,380520e9,1,39600,(80)
118,5,9,3,3492360e9,1,39600,()
119,8,7,4,3739008e9,1,39600,()
120,2,16,2,630480e9,1,43200,(11,109)
121,1,4,4,215352e9,1,43200,()
122,15,7,3,4747680e9,1,43200,(66,67)
123,7,11,1,896896e9,1,43200,()
124,20,4,2,418240e9,1,43200,(80,27,70)
125,1,6,2,396888e9,1,43200,()
126,9,3,1,237492e9,1,43200,()
127,3,9,3,624240e9,1,43200,()
128,24,10,2,1897920e9,1,43200,(120,81,13)
129,13,2,4,1795456e9,1,43200,(54,38)
130,18,15,2,901152e9,1,46800,(126,117,14)
131,6,15,3,2005056e9,1,46800,()
132,4,7,2,832992e9,1,46800,()
133,16,11,1,695904e9,1,46800,(29)
134,2,1,4,152688e9,1,46800,(108,116)
135,6,2,2,626160e9,1,46800,(128,44,53)
136,3,7,4,85536e9,1,46800,(7)
137,25,8,1,2288000e9,1,46800,()
138,8,17,4,2219328e9,1,46800,(42)
139,12,12,4,662688e9,1,46800,()
140,26,18,2,8531952e9,1,50400,(45)
141,9,6,4,749520e9,1,50400,(80,108)
142,6,13,1,1815120e9,1,50400,(20)
143,5,9,3,660120e9,1,50400,()
144,8,5,2,2105760e9,1,50400,()
145,1,10,3,315072e9,1,50400,()
146,7,5,3,455448e9,1,50400,(65,126,17)
147,4,8,4,119904e9,1,50400,()
148,2,7,2,807840e9,1,50400,()
149,3,18,2,617832e9,1,50400,(57,19,20)
150,8,5,2,161120e9,1,54000,()
151,3,13,1,601416e9,1,54000,(29)
152,10,9,3,757440e9,1,54000,()
153,10,10,1,2412000e9,1,54000,(121)
154,11,13,4,3401904e9,1,54000,(68)
155,20,1,3,331080e9,1,54000,()
156,6,6,4,2179872e9,1,54000,()
157,5,3,3,622080e9,1,54000,(95,119)
158,26,13,4,15427152e9,1,54000,()
159,14,6,1,1934856e9,1,54000,()
160,7,6,2,1149288e9,1,57600,(52,103)
161,2,4,1,466032e9,1,57600,()
162,6,7,3,1312704e9,1,57600,(87)
163,5,2,2,193440e9,1,57600,()
164,1,8,1,91680e9,1,57600,()
165,41,18,3,23613048e9,1,57600,()
166,10,6,4,7038000e9,1,57600,(46)
167,16,12,2,1901184e9,1,57600,()
168,25,7,2,1316400e9,1,57600,(153)
169,1,14,4,135312e9,1,57600,()
170,4,9,3,147744e9,1,61200,(115)
171,1,10,2,398400e9,1,61200,()
172,29,11,1,5629074e9,1,61200,()
173,17,9,1,1187280e9,1,61200,()
174,2,17,1,431760e9,1,61200,()
175,21,2,3,429660e9,1,61200,(80)
176,17,18,4,1099560e9,1,61200,(72)
177,24,9,3,13761792e9,1,61200,()
178,4,6,3,328608e9,1,61200,()
179,9,11,2,1382616e9,1,61200,(99)
180,1,3,3,415944e9,1,64800,(113,162)
181,4,4,3,1703712e9,1,64800,(58)
182,5,10,4,1275960e9,1,64800,()
183,10,11,1,4727140e9,1,64800,(52,14)
184,2,14,3,1374624e9,1,64800,(120)
185,4,9,4,1284960e9,1,64800,()
186,5,3,2,234240e9,1,64800,(86)
187,5,15,4,223320e9,1,64800,(45)
188,19,10,2,4619736e9,1,64800,()
189,2,6,4,613344e9,1,64800,(28,142)
190,10,5,1,378800e9,1,68400,()
191,4,1,1,95760e9,1,68400,()
192,15,15,3,1508760e9,1,68400,()
193,10,11,2,1124160e9,1,68400,(51,157)
194,9,14,3,1309824e9,1,68400,(89,41)
195,3,17,1,893304e9,1,68400,(51)
196,29,13,3,6321072e9,1,68400,(170)
197,18,4,4,6228576e9,1,68400,()
198,7,9,3,2848608e9,1,68400,()
199,20,11,4,3477120e9,1,68400,()
200,14,13,3,3409392e9,1,72000,(88,44,165)
201,4,10,2,121152e9,1,72000,(160,74)
202,4,9,2,405408e9,1,72000,(118)
203,3,8,1,1049904e9,1,72000,(140)
204,6,1,2,185352e9,1,72000,()
205,16,13,2,751872e9,1,72000,(91,38)
206,10,5,4,3154080e9,1,72000,(172)
207,11,9,4,403920e9,1,72000,()
208,12,1,4,2571264e9,1,72000,(161)
209,38,9,4,6498912e9,1,72000,(26,147)
210,1,4,3,174840e9,1,75600,(107,52)
211,3,13,4,216504e9,1,75600,(134)
212,6,2,3,909216e9,1,75600,()
213,11,14,1,5416752e9,1,75600,(192)
214,6,2,4,2028192e9,1,75600,()
215,6,13,2,173952e9,1,75600,()
216,34,2,2,1615136e9,1,75600,()
217,29,8,3,6440784e9,1,75600,(69)
218,6,7,1,2164176e9,1,75600,(59,62)
219,11,15,4,1123848e9,1,75600,()
220,4,8,4,1314720e9,1,79200,()
221,1,16,2,645432e9,1,79200,(38,79)
222,17,12,3,9796896e9,1,79200,(96,62)
223,7,15,3,1114176e9,1,79200,()
224,2,10,3,73872e9,1,79200,()
225,4,7,4,1031232e9,1,79200,()
226,2,17,3,109152e9,1,79200,(88,16)
227,9,7,2,363960e9,1,79200,()
228,20,8,4,6593760e9,1,79200,()
229,2,16,1,819888e9,1,79200,(193)
230,18,1,4,1112688e9,1,82800,(13)
231,14,18,1,2000880e9,1,82800,()
232,16,9,3,3616512e9,1,82800,()
233,9,14,4,3899016e9,1,82800,(25,113,167)
234,3,5,2,643920e9,1,82800,(8,25)
235,8,3,4,1268160e9,1,82800,()
236,4,2,2,580000e9,1,82800,(60)
237,17,2,3,2813160e9,1,82800,()
238,1,2,4,86592e9,1,82800,()
239,3,16,2,528480e9,1,82800,(25,4)
240,15,12,1,1842840e9,1,86400,(130)
241,18,5,4,6604848e9,1,86400,(221)
242,2,7,4,523632e9,1,86400,(25)
243,8,16,1,1555584e9,1,86400,(54)
244,4,18,4,789408e9,1,86400,(138,196,180)
245,23,14,4,8814888e9,1,86400,(27)
246,10,10,4,1488240e9,1,86400,()
247,16,6,4,4416768e9,1,86400,()
248,7,18,3,4644192e9,1,86400,(49,195)
249,8,5,1,670000e9,1,86400,()
250,10,14,3,2845680e9,1,90000,()
251,1,1,4,101840e9,1,90000,(178,236)
252,16,5,3,4240512e9,1,90000,(19)
253,3,11,2,466560e9,1,90000,()
254,3,18,2,581184e9,1,90000,(252)
255,6,9,2,1209600e9,1,90000,()
256,5,18,1,509280e9,1,90000,(249)
257,2,6,3,1315632e9,1,90000,(75,63)
258,5,13,1,580800e9,1,90000,()
259,3,14,1,1132272e9,1,90000,()
260,1,4,2,78944e9,1,93600,()
261,15,13,2,1623600e9,1,93600,()
262,19,10,1,7802920e9,1,93600,(113,253)
263,3,18,1,161064e9,1,93600,(230)
264,15,7,2,6633360e9,1,93600,()
265,21,15,3,5241600e9,1,93600,(260)
266,16,18,1,2012160e9,1,93600,(82)
267,6,16,2,2223648e9,1,93600,()
268,2,1,3,35148e9,1,93600,(104,201)
269,6,12,4,999648e9,1,93600,(226)
270,10,10,2,3444960e9,1,97200,(269)
271,30,4,2,3490080e9,1,97200,(256,40)
272,27,13,4,3956040e9,1,97200,(120)
273,22,17,4,3280992e9,1,97200,()
274,6,16,3,512352e9,1,97200,(242)
275,7,8,1,1040256e9,1,97200,()
276,7,4,3,999768e9,1,97200,()
277,12,11,4,2381472e9,1,97200,(205)
278,4,12,3,1029312e9,1,97200,()
279,7,8,4,293328e9,1,97200,(251,95)
280,5,7,4,112680e9,1,100800,()
281,8,11,3,954624e9,1,100800,()
282,3,9,3,974520e9,1,100800,(118,230)
283,6,18,2,495360e9,1,100800,(113)
284,32,3,2,5861376e9,1,100800,(73,205)
285,2,4,4,922608e9,1,100800,()
286,13,6,3,9093240e9,1,100800,(189)
287,8,8,2,320064e9,1,100800,()
288,11,7,1,1174250e9,1,100800,(72)
289,1,12,4,220680e9,1,100800,()
290,7,3,3,1451646e9,1,104400,()
291,17,4,3,1720944e9,1,104400,(241,178)
292,14,2,4,5083680e9,1,104400,(121,129,173)
293,10,11,4,269760e9,1,104400,()
294,11,3,4,4580136e9,1,104400,()
295,12,2,1,142752e9,1,104400,(4)
296,2,5,2,984360e9,1,104400,()
297,11,12,1,589512e9,1,104400,()
298,12,12,1,2113632e9,1,104400,()
299,1,12,2,57048e9,1,104400,()
300,16,9,4,2300544e9,1,108000,(264)
301,14,1,3,313404e9,1,108000,(250)
302,16,12,4,13686528e9,1,108000,(236,181)
303,16,15,2,2023296e9,1,108000,(302)
304,16,5,3,5330688e9,1,108000,()
305,3,1,3,269226e9,1,108000,(213)
306,3,4,1,127056e9,1,108000,()
307,10,6,4,2625840e9,1,108000,()
308,25,3,3,4292100e9,1,108000,()
309,3,10,2,387432e9,1,108000,()
310,3,15,1,889416e9,1,111600,(256)
311,1,8,3,795408e9,1,111600,(14)
312,15,11,1,4662240e9,1,111600,()
313,17,1,2,177820e9,1,111600,()
314,1,5,2,401120e9,1,111600,()
315,5,14,2,503160e9,1,111600,()
316,18,15,1,3694032e9,1,111600,(144)
317,8,4,4,182208e9,1,111600,()
318,8,17,1,3694848e9,1,111600,(298)
319,23,17,2,10498488e9,1,111600,()
320,22,15,1,4420944e9,1,115200,(211)
321,1,12,1,364896e9,1,115200,()
322,26,15,2,4550208e9,1,115200,(145,167)
323,10,14,3,4217040e9,1,115200,(18)
324,1,5,1,212100e9,1,115200,(85)
325,10,17,4,1594560e9,1,115200,()
326,1,8,4,456144e9,1,115200,()
327,12,2,2,1073760e9,1,115200,(249,291)
328,14,14,3,919296e9,1,115200,(89,135)
329,20,10,2,4501920e9,1,115200,(125)
